,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
10149, k__Bacteria (UID1453),901, 171, 117, 72,98, 1,0, 0, 0, 56.98,0.08, 0.00,2073,1912,407,phylum,0.96,0.88,0.14,0.13,0.28,0.58,0.51,True
13431,p__Euryarchaeota (UID3), 148, 188, 125, 41, 135, 12, 0, 0, 0, 74.95,7.20, 8.33,1269,1210,96,phylum,0.97,0.93,0.35,0.02,0.05,0.87,0.81,True
14738, k__Bacteria (UID1453),901, 171, 117, 70,99, 2,0, 0, 0, 59.33,1.28, 0.00,1333,1286,203,order,0.95,0.92,0.36,0.04,0.09,0.83,0.76,True
20205, k__Archaea (UID2),207, 149, 107,130,12, 7,0, 0, 0,5.38,0.50, 0.00,329,112,14,kingdom,1.0,0.34,0.0,0.12,0.28,0.37,0.13,True
22510, k__Bacteria (UID1453),901, 171, 117, 59, 109, 3,0, 0, 0, 66.67,2.14, 0.00,1386,1349,40,phylum,0.97,0.95,0.11,0.03,0.06,0.65,0.61,True
24477, k__Bacteria (UID2982), 88, 230, 148,134,93, 3,0, 0, 0, 42.63,1.69,100.00,1302,1184,231,genus,0.53,0.49,0.45,0.33,1.04,0.6,0.29,True
25407, k__Bacteria (UID1453),901, 171, 117, 78,84, 9,0, 0, 0, 44.78,4.96,11.11,779,689,135,family,0.49,0.44,0.8,0.61,2.57,0.69,0.3,False
25441,k__Bacteria (UID203),5449,102,58, 86,12, 4,0, 0, 0, 20.69,4.31, 0.00,432,419,21,phylum,0.94,0.91,0.05,0.06,0.13,0.52,0.47,True
25471,root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,407,355,54,genus,0.47,0.41,0.33,0.35,1.13,0.49,0.2,True
25547,root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,287,264,19,genus,0.5,0.46,0.05,0.77,7.31,0.59,0.27,True
26237,root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,248,233,10,order,0.66,0.62,0.03,0.64,4.13,0.56,0.35,True
28510,k__Bacteria (UID203),5449,104,58, 96,8,0,0, 0, 0, 11.21,0.00, 0.00,396,391,19,family,0.94,0.93,0.48,0.06,0.12,0.95,0.88,False
28995,root (UID1), 5656, 56,24, 53,3,0,0, 0, 0, 12.50,0.00, 0.00,241,229,4,genus,0.46,0.44,0.03,0.5,1.26,0.53,0.23,True
31312,k__Bacteria (UID203),5449,104,58, 71,32, 1,0, 0, 0, 48.28,1.72, 0.00,706,683,19,class,0.94,0.91,0.16,0.05,0.1,0.58,0.52,True
32099,root (UID1), 5656, 56,24, 55,1,0,0, 0, 0,4.17,0.00, 0.00,239,235,55,genus,0.75,0.74,0.63,0.19,0.48,0.69,0.51,False
33317,k__Bacteria (UID203),5449,102,58, 97,5,0,0, 0, 0,8.62,0.00, 0.00,482,454,19,class,0.93,0.87,0.05,0.19,0.47,0.56,0.49,True
3337,k__Archaea (UID2),207, 149, 107,139,9,1,0, 0, 0,0.72,0.07,100.00,370,63,26,kingdom,1.0,0.17,0.0,0.16,0.36,0.35,0.06,True
36528,k__Bacteria (UID203),5449,104,58, 86,18, 0,0, 0, 0, 24.14,0.00, 0.00,495,461,28,class,0.83,0.78,0.19,0.52,2.05,0.55,0.42,True
3675, p__Euryarchaeota (UID3), 148, 188, 125, 59, 128, 1,0, 0, 0, 68.00,0.80,100.00,1104,990,21,phylum,0.93,0.84,0.06,0.03,0.07,0.57,0.48,True
3878, c__Alphaproteobacteria (UID3305),564, 349, 230, 65, 279, 5,0, 0, 0, 85.80,1.74,40.00,2789,2654,394,order,0.89,0.85,0.1,0.39,1.3,0.63,0.53,True
40321,k__Bacteria (UID203),5449,104,58, 80,24, 0,0, 0, 0, 32.76,0.00, 0.00,325,295,5,kingdom,1.0,0.9,0.0,0.0,0.0,0.49,0.45,True
4317,o__Rhodospirillales (UID3754), 63, 336, 201, 61, 273, 2,0, 0, 0, 94.78,0.75,100.00,3944,3885,444,kingdom,1.0,0.99,0.0,0.0,0.0,0.94,0.93,True
5015, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,318,123,10,kingdom,1.0,0.39,0.0,0.03,0.07,0.39,0.15,True
7817, p__Euryarchaeota (UID3), 148, 188, 125, 38, 144, 6,0, 0, 0, 80.33,3.60,50.00,1603,1451,133,kingdom,1.0,0.91,0.15,0.06,0.14,0.61,0.55,True
9304, c__Alphaproteobacteria (UID3305),564, 349, 230, 77, 272, 0,0, 0, 0, 75.51,0.00, 0.00,1170,1129,8,class,0.94,0.9,0.01,0.16,0.37,0.55,0.49,True
