,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
10213,c__Alphaproteobacteria (UID3305),564, 347, 229, 6,338, 3,0, 0, 0, 97.60,0.69,33.33,2264,2147,112,genus,0.73,0.69,0.29,0.16,0.39,0.68,0.47,True
11171, k__Bacteria (UID1453),901, 171, 117, 20, 147, 4,0, 0, 0, 83.76,3.42,25.00,2630,2456,299,phylum,0.96,0.89,0.14,0.11,0.25,0.57,0.51,True
13649, k__Bacteria (UID2982), 88, 230, 148, 2,228, 0,0, 0, 0, 99.32,0.00, 0.00,1553,1476,45,family,0.81,0.77,0.19,0.03,0.06,0.67,0.52,True
14118,p__Euryarchaeota (UID3), 148, 188, 125, 41, 146, 1,0, 0, 0, 76.99,0.80,100.00,1265,1162,103,kingdom,1.0,0.92,0.12,0.07,0.14,0.62,0.57,True
15847,c__Alphaproteobacteria (UID3305),564, 349, 230,214, 133, 2,0, 0, 0, 39.72,0.87, 0.00,652,621,157,family,0.78,0.74,0.13,0.3,0.9,0.65,0.48,True
16653,k__Bacteria (UID203),5449,102,58, 56,46, 0,0, 0, 0, 68.97,0.00, 0.00,993,755,21,class,0.84,0.64,0.01,0.18,0.46,0.45,0.29,True
17342,k__Bacteria (UID203),5449,103,57, 55,47, 1,0, 0, 0, 71.93,1.75, 0.00,1137,1096,40,class,0.91,0.87,0.09,0.08,0.19,0.53,0.46,True
17662,k__Bacteria (UID203),5449,104,58, 88,16, 0,0, 0, 0, 22.41,0.00, 0.00,415,345,24,family,0.7,0.58,0.14,0.03,0.06,0.57,0.33,True
17748,k__Bacteria (UID203),5449,104,58, 94,10, 0,0, 0, 0, 13.79,0.00, 0.00,203,197,8,phylum,0.98,0.96,0.01,0.03,0.05,0.56,0.54,True
17933,k__Bacteria (UID203),5449,104,58, 55,45, 4,0, 0, 0, 56.66,5.17, 0.00,1734,1566,315,phylum,0.94,0.85,0.49,0.11,0.23,0.58,0.5,False
17947,root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,440,205,37,kingdom,0.98,0.46,0.0,0.0,0.0,0.5,0.23,True
18049,root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,138,46,8,kingdom,1.0,0.33,0.0,0.0,0.0,0.4,0.13,True
18066,root (UID1), 5656, 56,24, 54,2,0,0, 0, 0,8.33,0.00, 0.00,213,182,13,order,0.66,0.57,0.19,0.21,0.56,0.55,0.31,True
18072,k__Bacteria (UID203),5449, 99,53, 83,16, 0,0, 0, 0, 21.89,0.00, 0.00,681,653,123,phylum,0.96,0.92,1.0,0.08,0.17,0.67,0.62,False
18276,c__Gammaproteobacteria (UID4201),1164,275, 174,143, 120, 12, 0, 0, 0, 46.84,4.60, 8.33,670,651,71,class,0.97,0.94,0.77,0.04,0.08,0.62,0.58,False
18351,k__Bacteria (UID203),5449, 99,53, 94,5,0,0, 0, 0,7.55,0.00, 0.00,325,324,54,order,0.95,0.94,0.93,0.37,0.88,0.86,0.81,False
18532,root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,843,185,65,kingdom,1.0,0.22,0.0,0.1,0.21,0.39,0.09,True
