,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
10245,root (UID1),5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,235,86,2,kingdom,1.0,0.37,0.0,0.03,0.07,0.41,0.15,True
11723,root (UID1),5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,352,155,3,kingdom,1.0,0.44,0.01,0.03,0.05,0.4,0.18,True
17587,o__Pseudomonadales (UID4488), 185, 811, 308,114, 677, 20, 0, 0, 0, 89.59,1.51,15.00,4432,4381,185,kingdom,1.0,0.99,0.0,0.0,0.0,0.89,0.88,True
20735,root (UID1),5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,419,34,16,kingdom,1.0,0.08,0.0,0.03,0.06,0.34,0.03,True
20889,k__Bacteria (UID203), 5449,104,58, 91,13, 0,0, 0, 0, 22.41,0.00, 0.00,1644,1617,222,order,0.97,0.95,0.19,0.04,0.08,0.82,0.78,True
21250, k__Archaea (UID2), 207, 149, 107,132,17, 0,0, 0, 0,3.51,0.00, 0.00,446,115,23,kingdom,1.0,0.26,0.0,0.19,0.45,0.38,0.1,True
21546,root (UID1),5656, 56,24, 54,2,0,0, 0, 0,8.33,0.00, 0.00,1275,1241,198,kingdom,1.0,0.97,0.0,0.0,0.0,0.94,0.91,True
23000,k__Bacteria (UID203), 5449,104,58, 71,26, 7,0, 0, 0, 46.72, 10.69,85.71,3744,3704,254,kingdom,1.0,0.99,0.0,0.0,0.0,0.9,0.89,True
25820,root (UID1),5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,271,44,14,kingdom,1.0,0.16,0.0,0.34,0.82,0.39,0.06,True
25950, k__Archaea (UID2), 207, 149, 107,133,16, 0,0, 0, 0,3.04,0.00, 0.00,277,80,14,kingdom,1.0,0.29,0.0,0.16,0.37,0.38,0.11,True
26062,root (UID1),5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,249,139,11,phylum,0.82,0.46,0.06,0.6,3.7,0.39,0.18,True
27749,k__Bacteria (UID203), 5449,104,58, 95,9,0,0, 0, 0, 13.79,0.00, 0.00,475,468,59,genus,0.96,0.95,1.0,0.09,0.19,0.97,0.92,False
28344, k__Bacteria (UID1453), 901, 171, 117, 95,76, 0,0, 0, 0, 29.91,0.00, 0.00,328,298,8,class,0.71,0.65,0.04,0.71,3.85,0.47,0.31,True
28360,root (UID1),5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,279,120,3,kingdom,1.0,0.43,0.0,0.03,0.07,0.39,0.17,True
28396,root (UID1),5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,477,159,29,kingdom,1.0,0.33,0.0,0.0,0.0,0.41,0.14,True
28429,root (UID1),5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,378,122,9,kingdom,1.0,0.32,0.0,0.03,0.07,0.42,0.13,True
6461, root (UID1),5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,1458,504,146,kingdom,1.0,0.35,0.0,0.05,0.11,0.43,0.15,True
7055, root (UID1),5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,319,119,7,kingdom,1.0,0.37,0.0,0.06,0.12,0.42,0.16,True
880,c__Betaproteobacteria (UID3888),323, 387, 234, 23, 362, 2,0, 0, 0, 97.75,0.30, 0.00,3079,3003,77,class,0.99,0.96,0.13,0.02,0.05,0.92,0.89,True
8851, root (UID1),5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,236,99,2,kingdom,1.0,0.42,0.0,0.06,0.13,0.37,0.15,True
