,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
10187,c__Alphaproteobacteria (UID3305),564, 347, 229, 75, 266, 6,0,0, 0, 87.15,2.11,83.33,1854,1831,214,order,0.98,0.97,0.65,0.02,0.05,0.88,0.86,False
11014,p__Euryarchaeota (UID3), 148, 188, 125, 50, 131, 7,0,0, 0, 71.87,3.47,28.57,1468,1339,47,kingdom,1.0,0.91,0.14,0.05,0.1,0.63,0.58,True
11120, k__Bacteria (UID2569),434, 278, 186, 17, 260, 1,0,0, 0, 93.53,0.54, 0.00,2245,2038,25,family,0.79,0.72,0.01,0.72,4.5,0.51,0.37,True
1118,k__Bacteria (UID2495),2993,140,85, 1,139, 0,0,0, 0, 98.82,0.00, 0.00,4145,3457,66,order,0.66,0.55,0.07,0.04,0.07,0.52,0.29,True
12272, k__Archaea (UID2),207, 149, 107,133,9,7,0,0, 0,4.37,0.50, 0.00,374,99,19,kingdom,1.0,0.26,0.0,0.11,0.25,0.36,0.1,True
12293, k__Archaea (UID2),207, 149, 107,138,11, 0,0,0, 0,2.44,0.00, 0.00,420,74,41,kingdom,1.0,0.18,0.0,0.14,0.31,0.35,0.06,True
124, k__Archaea (UID2),207, 149, 107, 36,58, 30, 18, 5, 2, 73.37, 48.04, 0.00,8401,3626,252,kingdom,1.0,0.43,0.0,0.11,0.25,0.4,0.17,True
12619,root (UID1), 5656, 56,24, 56,0,0,0,0, 0,0.00,0.00, 0.00,378,51,22,kingdom,1.0,0.13,0.0,0.08,0.17,0.34,0.05,True
12679, k__Archaea (UID2),207, 149, 107, 43,13, 92, 1,0, 0, 78.86, 73.83,57.89,3066,2801,135,kingdom,1.0,0.91,0.12,0.06,0.14,0.6,0.55,True
13561, k__Archaea (UID2),207, 149, 107,132,10, 7,0,0, 0,3.98,0.50, 0.00,398,91,11,kingdom,1.0,0.23,0.0,0.19,0.44,0.36,0.08,True
14567,p__Euryarchaeota (UID3), 148, 188, 125, 76, 112, 0,0,0, 0, 54.78,0.00, 0.00,1037,931,61,kingdom,1.0,0.9,0.06,0.08,0.18,0.56,0.51,True
14893, k__Bacteria (UID1453),901, 171, 117, 19, 149, 3,0,0, 0, 84.62,2.14, 0.00,1756,1692,73,phylum,0.97,0.94,0.09,0.03,0.07,0.65,0.61,True
15002,root (UID1), 5656, 56,24, 56,0,0,0,0, 0,0.00,0.00, 0.00,326,324,15,kingdom,1.0,0.99,0.0,0.0,0.0,0.98,0.97,True
15029,k__Bacteria (UID203),5449,104,58, 99,5,0,0,0, 0,8.62,0.00, 0.00,320,303,25,class,0.88,0.83,0.05,0.14,0.31,0.55,0.46,True
15129,c__Gammaproteobacteria (UID4201),1164,275, 174,104, 144, 23, 4,0, 0, 59.31, 12.74, 2.86,1059,1024,90,phylum,0.98,0.95,0.91,0.18,0.43,0.6,0.57,False
15144,c__Gammaproteobacteria (UID4443),356, 451, 270,242, 207, 2,0,0, 0, 41.05,0.21,50.00,1372,1302,68,phylum,0.93,0.88,0.23,0.04,0.07,0.59,0.52,True
15146,k__Bacteria (UID203),5449,104,58, 99,5,0,0,0, 0,6.90,0.00, 0.00,281,251,21,phylum,0.9,0.8,0.12,0.27,0.77,0.57,0.46,True
15272,p__Euryarchaeota (UID3), 148, 188, 125, 91,74, 23, 0,0, 0, 58.84, 12.67, 0.00,1230,1114,49,phylum,0.96,0.87,0.09,0.03,0.06,0.6,0.52,True
15404,root (UID1), 5656, 56,24, 56,0,0,0,0, 0,0.00,0.00, 0.00,201,189,8,class,0.97,0.92,0.03,0.32,1.02,0.52,0.47,True
15477,k__Bacteria (UID203),5449,103,58, 92,11, 0,0,0, 0, 16.38,0.00, 0.00,761,755,41,kingdom,1.0,0.99,0.0,0.0,0.0,0.98,0.97,True
15553, k__Archaea (UID2),207, 149, 107,122,17, 10, 0,0, 0, 20.56,7.48, 0.00,453,403,23,phylum,0.96,0.85,0.38,0.03,0.07,0.59,0.5,True
15589,p__Euryarchaeota (UID3), 148, 188, 125, 94,92, 2,0,0, 0, 52.29,1.60, 0.00,1012,938,34,kingdom,1.0,0.93,0.12,0.08,0.18,0.59,0.54,True
15760,k__Bacteria (UID203),5449,104,58, 65,38, 1,0,0, 0, 53.61,1.72, 0.00,1011,954,65,phylum,0.94,0.89,0.14,0.04,0.07,0.54,0.48,True
15827,k__Bacteria (UID203),5449,104,58, 86,18, 0,0,0, 0, 27.59,0.00, 0.00,341,323,14,family,0.75,0.71,0.04,0.52,2.12,0.52,0.37,True
15894,k__Bacteria (UID203),5449,104,58, 80,14, 10, 0,0, 0, 36.36, 15.52, 0.00,683,670,33,genus,0.47,0.46,0.02,0.82,9.95,0.59,0.28,True
