,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
10847,root (UID1), 5656, 56,24, 55,1,0,0, 0, 0,4.17,0.00, 0.00,217,206,14,family,0.93,0.88,0.05,0.07,0.16,0.6,0.53,True
13000,root (UID1), 5656, 56,24, 53,3,0,0, 0, 0, 12.50,0.00, 0.00,195,145,8,kingdom,0.99,0.73,0.0,0.0,0.0,0.45,0.33,True
13924,k__Bacteria (UID203),5449,100,54, 86,14, 0,0, 0, 0, 24.07,0.00, 0.00,229,227,4,genus,0.98,0.97,0.08,0.04,0.09,0.76,0.74,True
1431, c__Betaproteobacteria (UID3971), 223, 425, 211, 37, 388, 0,0, 0, 0, 87.33,0.00, 0.00,1485,1377,14,class,0.95,0.88,0.04,0.19,0.47,0.52,0.46,True
1438, c__Gammaproteobacteria (UID4444),263, 505, 231, 72, 421, 12, 0, 0, 0, 90.51,2.00,50.00,3147,3061,386,kingdom,1.0,0.97,0.0,0.0,0.0,0.9,0.87,True
14976,root (UID1), 5656, 56,24, 54,2,0,0, 0, 0,8.33,0.00, 0.00,203,193,6,genus,0.58,0.55,0.74,0.13,0.3,0.51,0.28,False
15079,k__Bacteria (UID203),5449,104,58, 83,21, 0,0, 0, 0, 31.03,0.00, 0.00,393,362,7,class,0.89,0.82,0.08,0.07,0.16,0.51,0.42,True
16825,k__Bacteria (UID203),5449,104,58, 89,13, 2,0, 0, 0, 19.83,3.45, 0.00,278,255,6,class,0.88,0.81,0.04,0.13,0.31,0.48,0.39,True
1815,k__Bacteria (UID2570),433, 274, 183, 63, 210, 1,0, 0, 0, 90.71,0.55, 0.00,1310,1232,41,phylum,0.95,0.89,0.09,0.18,0.44,0.55,0.49,True
1968,k__Archaea (UID2),207, 149, 107,143,6,0,0, 0, 0,4.21,0.00, 0.00,563,143,70,kingdom,1.0,0.25,0.0,0.08,0.17,0.39,0.1,True
1972, c__Alphaproteobacteria (UID3305),564, 349, 230,147, 191, 11, 0, 0, 0, 58.41,3.84,27.27,1349,1280,252,class,0.98,0.93,0.24,0.08,0.18,0.62,0.58,True
2183, c__Alphaproteobacteria (UID3305),564, 347, 229, 57, 275, 15, 0, 0, 0, 85.01,5.36,26.67,2314,2172,352,family,0.88,0.82,0.4,0.22,0.54,0.67,0.55,True
21919,k__Bacteria (UID203),5449,104,58, 98,6,0,0, 0, 0, 10.34,0.00, 0.00,238,191,8,order,0.58,0.47,0.07,0.7,6.1,0.44,0.21,True
2253, c__Alphaproteobacteria (UID3305),564, 347, 229,130, 208, 9,0, 0, 0, 71.69,2.84, 0.00,1426,1407,193,family,0.97,0.95,0.3,0.03,0.06,0.77,0.74,True
2267, c__Gammaproteobacteria (UID4274),112, 581, 290,128, 449, 4,0, 0, 0, 83.15,0.93,25.00,1505,1403,91,class,0.92,0.86,0.05,0.11,0.24,0.57,0.49,True
2447, k__Bacteria (UID203),5449, 99,53, 96,2,0,0, 1, 0,4.40,5.66,100.00,2443,2117,289,order,0.54,0.47,0.2,0.34,1.19,0.49,0.23,True
2455, k__Bacteria (UID203),5449,104,58, 81,19, 4,0, 0, 0, 37.07,6.03,50.00,1552,1449,248,class,0.92,0.86,0.11,0.29,0.84,0.56,0.48,True
2465, k__Bacteria (UID203),5449,103,57,103,0,0,0, 0, 0,0.00,0.00, 0.00,327,190,24,class,0.76,0.44,0.05,0.59,3.16,0.4,0.18,True
2475, root (UID1), 5656, 56,24, 54,2,0,0, 0, 0,8.33,0.00, 0.00,257,221,61,family,0.74,0.64,0.52,0.07,0.15,0.58,0.37,False
2477, k__Bacteria (UID203),5449,104,58, 73,30, 1,0, 0, 0, 51.72,1.72, 0.00,1014,945,38,kingdom,1.0,0.93,0.0,0.0,0.0,0.51,0.47,True
2478, k__Bacteria (UID203),5449,104,58, 66,37, 1,0, 0, 0, 49.45,1.72, 0.00,863,842,69,order,0.92,0.9,0.03,0.09,0.2,0.62,0.56,True
2480,o__Rickettsiales (UID3809),83, 324, 211,199,98, 25, 2, 0, 0, 39.54,9.32, 6.45,1176,1105,204,order,0.8,0.75,0.91,0.05,0.11,0.83,0.62,False
2519, k__Bacteria (UID203),5449,104,58, 95,8,1,0, 0, 0, 12.93,0.86, 0.00,323,296,11,order,0.72,0.66,0.19,0.44,1.32,0.54,0.36,True
2542, k__Bacteria (UID203),5449,104,58, 67,37, 0,0, 0, 0, 55.17,0.00, 0.00,979,946,46,order,0.95,0.92,0.04,0.49,1.11,0.62,0.58,True
2553, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,238,196,43,order,0.65,0.53,0.25,0.24,0.7,0.52,0.28,True
2556, k__Bacteria (UID203),5449,104,58, 68,34, 2,0, 0, 0, 52.59,3.45,50.00,953,758,91,class,0.73,0.58,0.08,0.55,2.29,0.54,0.31,True
2566, k__Bacteria (UID203),5449,104,58, 86,18, 0,0, 0, 0, 24.14,0.00, 0.00,754,718,123,family,0.78,0.74,0.42,0.2,0.47,0.62,0.46,True
2568, k__Bacteria (UID203),5449,103,58, 96,6,1,0, 0, 0, 12.07,1.72, 0.00,634,615,129,kingdom,1.0,0.97,0.0,0.0,0.0,0.9,0.87,True
2571, k__Bacteria (UID203),5449,104,58, 55,47, 2,0, 0, 0, 66.54,3.45, 0.00,1424,1300,158,class,0.88,0.81,0.14,0.21,0.52,0.54,0.44,True
2577,k__Bacteria (UID3187),2258,190, 119,111,77, 2,0, 0, 0, 37.61,0.89,50.00,1283,1103,106,family,0.56,0.48,0.49,0.15,0.36,0.58,0.28,False
