,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
10878,k__Bacteria (UID203),5449,104,58, 95,9,0,0,0, 0, 13.79,0.00, 0.00,238,235,15,order,0.94,0.93,0.19,0.05,0.09,0.59,0.55,True
12213, k__Archaea (UID2),207, 149, 107,140,9,0,0,0, 0,5.14,0.00, 0.00,137,129,6,kingdom,1.0,0.94,0.0,0.05,0.1,0.64,0.6,True
1444, p__Euryarchaeota (UID3), 148, 188, 125, 32, 149, 7,0,0, 0, 78.27,4.44,28.57,1653,1441,189,kingdom,1.0,0.87,0.19,0.08,0.18,0.59,0.51,True
1603,k__Archaea (UID2),207, 149, 107,139,10, 0,0,0, 0,2.44,0.00, 0.00,348,58,49,kingdom,1.0,0.17,0.0,0.16,0.36,0.38,0.06,True
1620, c__Gammaproteobacteria (UID4443),356, 448, 269, 87, 345, 16, 0,0, 0, 83.68,3.73,25.00,2943,2860,450,genus,0.89,0.87,0.43,0.06,0.14,0.76,0.66,True
22097,root (UID1), 5656, 56,24, 56,0,0,0,0, 0,0.00,0.00, 0.00,283,109,4,kingdom,0.99,0.38,0.0,0.0,0.0,0.42,0.16,True
2314, c__Gammaproteobacteria (UID4787), 26, 752, 296,101, 635, 16, 0,0, 0, 91.85,2.87,43.75,3781,3711,167,kingdom,1.0,0.98,0.0,0.0,0.0,0.95,0.93,True
2329, p__Euryarchaeota (UID3), 148, 188, 125, 25, 160, 3,0,0, 0, 82.40,1.73,66.67,1681,1501,151,phylum,0.97,0.87,0.32,0.03,0.05,0.64,0.56,True
2354,k__Archaea (UID2),207, 149, 107,131,8,10, 0,0, 0,4.91,0.72, 0.00,551,165,48,kingdom,1.0,0.3,0.0,0.14,0.32,0.36,0.11,True
2356, k__Bacteria (UID203),5449,104,58, 51,51, 2,0,0, 0, 77.93,3.45,50.00,3254,3236,336,kingdom,1.0,0.99,0.0,0.0,0.0,0.98,0.97,True
2863, root (UID1), 5656, 56,24, 56,0,0,0,0, 0,0.00,0.00, 0.00,288,23,16,kingdom,1.0,0.08,0.0,0.04,0.09,0.33,0.03,True
2991,k__Bacteria (UID2982), 88, 229, 147, 5,219, 4,1,0, 0, 96.60,3.74,28.57,3137,2800,232,order,0.75,0.67,0.24,0.23,0.6,0.56,0.38,True
3019, k__Bacteria (UID203),5449,103,58, 92,11, 0,0,0, 0, 17.24,0.00, 0.00,287,281,75,phylum,1.0,0.98,1.0,0.04,0.09,0.96,0.94,False
3031,p__Cyanobacteria (UID2143), 129, 472, 368,166, 289, 17, 0,0, 0, 62.50,4.08,82.35,1650,1603,367,kingdom,1.0,0.97,0.0,0.0,0.0,0.95,0.92,True
3065, k__Bacteria (UID203),5449,104,58, 77,27, 0,0,0, 0, 41.38,0.00, 0.00,1943,1891,439,kingdom,1.0,0.97,0.0,0.0,0.0,0.96,0.93,True
3081,k__Bacteria (UID3187),2258,182, 112, 4,175, 3,0,0, 0, 96.43,2.68, 0.00,3223,2426,79,order,0.65,0.49,0.09,0.32,0.98,0.5,0.25,True
3199,k__Bacteria (UID1453),901, 171, 117, 17, 151, 3,0,0, 0, 90.60,2.14, 0.00,2236,2168,31,phylum,0.98,0.95,0.1,0.07,0.16,0.79,0.74,True
32391,k__Bacteria (UID203),5449,104,58, 93,11, 0,0,0, 0, 15.52,0.00, 0.00,226,216,4,kingdom,1.0,0.96,0.0,0.0,0.0,0.57,0.54,True
3267,k__Bacteria (UID1453),901, 171, 117, 51, 104, 16, 0,0, 0, 61.89,3.95, 6.25,1779,1701,411,order,0.89,0.85,0.57,0.13,0.29,0.8,0.68,False
3305, root (UID1), 5656, 56,24, 56,0,0,0,0, 0,0.00,0.00, 0.00,380,160,4,kingdom,1.0,0.42,0.0,0.03,0.05,0.43,0.18,True
3743,p__Cyanobacteria (UID2143), 129, 472, 368,184, 280, 8,0,0, 0, 60.89,1.81,75.00,1572,1498,335,kingdom,1.0,0.95,0.0,0.0,0.0,0.81,0.77,True
3860, k__Bacteria (UID203),5449,104,58, 81,21, 1,1,0, 0, 29.62,5.17, 0.00,520,499,146,class,0.92,0.88,0.95,0.29,0.87,0.66,0.58,False
3872, k__Bacteria (UID203),5449,104,58, 71,30, 3,0,0, 0, 42.24,5.17, 0.00,658,643,140,genus,0.76,0.75,0.96,0.11,0.25,0.85,0.63,False
3883, root (UID1), 5656, 56,24, 56,0,0,0,0, 0,0.00,0.00, 0.00,279,256,38,family,0.67,0.62,0.23,0.45,1.55,0.58,0.36,True
3928, c__Gammaproteobacteria (UID4444),263, 505, 232, 86, 405, 13, 1,0, 0, 85.81,3.92,56.25,2883,2853,413,kingdom,1.0,0.99,0.0,0.0,0.0,0.96,0.95,True
3932, root (UID1), 5656, 56,24, 56,0,0,0,0, 0,0.00,0.00, 0.00,690,682,70,kingdom,1.0,0.99,0.0,0.0,0.0,0.97,0.96,True
3937, k__Bacteria (UID203),5449,104,58, 93,11, 0,0,0, 0, 15.52,0.00, 0.00,541,529,58,family,0.95,0.93,0.33,0.02,0.05,0.84,0.78,True
3942,k__Archaea (UID2),207, 149, 107, 37,32, 70, 10, 0, 0, 76.64, 64.81,42.00,2708,2545,98,kingdom,1.0,0.94,0.11,0.04,0.09,0.69,0.65,True
3949,k__Archaea (UID2),207, 149, 107,131,11, 7,0,0, 0,4.91,0.50, 0.00,481,124,48,kingdom,1.0,0.26,0.0,0.15,0.33,0.36,0.09,True
3954, k__Bacteria (UID203),5449,104,58, 83,20, 1,0,0, 0, 16.46,0.57, 0.00,403,388,103,family,0.82,0.79,1.0,0.17,0.42,0.83,0.65,False
3973,k__Archaea (UID2),207, 149, 107, 13,83, 41, 12, 0, 0, 89.25, 39.25,63.64,1908,1747,81,phylum,0.96,0.88,0.13,0.03,0.05,0.62,0.54,True
3996, p__Euryarchaeota (UID3), 148, 188, 125,104,83, 1,0,0, 0, 46.91,0.80,100.00,840,781,112,kingdom,1.0,0.93,0.09,0.05,0.11,0.6,0.56,True
4019, k__Bacteria (UID203),5449,104,58, 77,27, 0,0,0, 0, 41.38,0.00, 0.00,1110,1025,122,family,0.7,0.64,0.15,0.59,2.91,0.6,0.39,True
4021, p__Euryarchaeota (UID3), 148, 188, 125, 30, 149, 9,0,0, 0, 78.49,1.29,100.00,1303,1159,98,phylum,0.96,0.85,0.16,0.03,0.05,0.62,0.53,True
4059, c__Alphaproteobacteria (UID3305),564, 349, 230,289,60, 0,0,0, 0, 10.80,0.00, 0.00,620,558,50,family,0.67,0.6,0.09,0.45,1.77,0.6,0.36,True
4065, k__Bacteria (UID203),5449,103,58, 84,18, 1,0,0, 0, 25.16,1.72,100.00,1876,1862,168,kingdom,1.0,0.99,0.0,0.0,0.0,0.98,0.97,True
4098, k__Bacteria (UID203),5449,104,58, 70,34, 0,0,0, 0, 44.98,0.00, 0.00,1005,984,124,family,0.98,0.96,0.22,0.04,0.08,0.84,0.8,True
4111,k__Archaea (UID2),207, 149, 107,122,27, 0,0,0, 0, 20.56,0.00, 0.00,562,509,43,kingdom,1.0,0.91,0.12,0.04,0.09,0.6,0.54,True
4120, p__Euryarchaeota (UID3), 148, 188, 125, 83,90, 15, 0,0, 0, 59.20,3.88, 6.67,913,787,52,kingdom,1.0,0.86,0.05,0.08,0.18,0.53,0.46,True
4158, p__Euryarchaeota (UID3), 148, 188, 125,110,71, 7,0,0, 0, 49.05,4.13,28.57,919,858,94,kingdom,1.0,0.93,0.28,0.05,0.1,0.62,0.58,True
4162,k__Archaea (UID2),207, 149, 107,113,36, 0,0,0, 0, 30.37,0.00, 0.00,501,479,22,phylum,0.96,0.92,0.32,0.02,0.04,0.73,0.67,True
4170, k__Bacteria (UID203),5449,103,57, 88,15, 0,0,0, 0, 23.68,0.00, 0.00,301,276,28,phylum,0.93,0.86,0.16,0.06,0.12,0.53,0.45,True
4205, p__Euryarchaeota (UID3), 148, 188, 125, 73, 111, 4,0,0, 0, 60.02,1.72,50.00,1046,935,161,kingdom,1.0,0.89,0.16,0.08,0.17,0.61,0.54,True
4281, p__Euryarchaeota (UID3), 148, 188, 125,100,88, 0,0,0, 0, 51.33,0.00, 0.00,1173,1069,56,kingdom,1.0,0.91,0.2,0.06,0.13,0.6,0.55,True
4388, k__Bacteria (UID203),5449,104,58, 34,70, 0,0,0, 0, 64.66,0.00, 0.00,784,710,19,phylum,0.75,0.68,0.04,0.68,3.14,0.45,0.31,True
4438, k__Bacteria (UID203),5449,104,58, 63,41, 0,0,0, 0, 63.09,0.00, 0.00,2799,2768,83,kingdom,1.0,0.99,0.0,0.0,0.0,0.93,0.92,True
4475,k__Archaea (UID2),207, 149, 107,127,22, 0,0,0, 0, 16.89,0.00, 0.00,408,373,22,phylum,0.97,0.88,0.12,0.04,0.08,0.58,0.51,True
4477, root (UID1), 5656, 56,24, 56,0,0,0,0, 0,0.00,0.00, 0.00,358,356,69,kingdom,1.0,0.99,0.0,0.0,0.0,0.89,0.89,True
4574, k__Bacteria (UID203),5449,104,58, 91,13, 0,0,0, 0, 20.69,0.00, 0.00,570,513,39,order,0.77,0.69,0.17,0.41,1.49,0.57,0.39,True
4628, root (UID1), 5656, 56,24, 56,0,0,0,0, 0,0.00,0.00, 0.00,194,179,21,order,0.8,0.74,0.26,0.53,1.85,0.6,0.44,True
4657,k__Archaea (UID2),207, 149, 107,128,21, 0,0,0, 0, 14.95,0.00, 0.00,310,256,29,kingdom,1.0,0.83,0.26,0.11,0.24,0.51,0.42,True
4772, root (UID1), 5656, 56,24, 55,0,1,0,0, 0,4.17,4.17, 0.00,363,332,67,order,0.66,0.6,0.46,0.17,0.43,0.61,0.37,False
4855, k__Bacteria (UID203),5449,104,58, 91,13, 0,0,0, 0, 20.69,0.00, 0.00,306,287,8,kingdom,0.99,0.93,0.0,0.0,0.0,0.52,0.48,True
5089, k__Bacteria (UID203),5449,104,58, 85,17, 2,0,0, 0, 27.59,1.72, 0.00,333,322,5,phylum,0.95,0.92,0.02,0.02,0.05,0.56,0.51,True
5257,k__Archaea (UID2),207, 149, 107,136,13, 0,0,0, 0, 10.75,0.00, 0.00,189,175,9,kingdom,1.0,0.93,0.02,0.03,0.07,0.59,0.54,True
5259,k__Archaea (UID2),207, 149, 107,118,31, 0,0,0, 0, 25.70,0.00, 0.00,437,413,21,phylum,0.98,0.92,0.27,0.03,0.06,0.62,0.57,True
5473, k__Bacteria (UID203),5449,103,57, 92,11, 0,0,0, 0,6.54,0.00, 0.00,243,220,22,class,0.81,0.74,0.52,0.04,0.08,0.53,0.39,False
5595, root (UID1), 5656, 56,24, 56,0,0,0,0, 0,0.00,0.00, 0.00,245,241,33,kingdom,1.0,0.98,0.0,0.0,0.0,0.83,0.82,True
5659,k__Archaea (UID2),207, 149, 107,135,14, 0,0,0, 0, 10.75,0.00, 0.00,188,171,15,phylum,0.95,0.86,0.43,0.06,0.13,0.63,0.54,True
5898, root (UID1), 5656, 56,24, 56,0,0,0,0, 0,0.00,0.00, 0.00,221,216,18,genus,0.99,0.97,0.51,0.05,0.11,0.98,0.95,False
6303, k__Bacteria (UID203),5449,104,58, 89,15, 0,0,0, 0, 24.14,0.00, 0.00,392,358,18,order,0.88,0.8,0.09,0.28,0.82,0.52,0.42,True
6697, root (UID1), 5656, 56,24, 53,3,0,0,0, 0, 12.50,0.00, 0.00,372,324,38,class,0.81,0.7,0.1,0.14,0.34,0.52,0.37,True
7204, k__Bacteria (UID203),5449,104,58, 96,8,0,0,0, 0, 12.93,0.00, 0.00,247,235,6,class,0.93,0.88,0.01,0.42,1.56,0.58,0.51,True
7555, k__Bacteria (UID203),5449,102,58, 80,20, 1,1,0, 0, 32.76,5.17, 0.00,924,868,23,class,0.92,0.86,0.04,0.15,0.36,0.53,0.46,True
