,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
10632, k__Archaea (UID2),207, 149, 107,132,10,7,0,0, 0,3.98,0.50, 0.00,390,92,14,kingdom,1.0,0.24,0.0,0.17,0.4,0.36,0.09,True
11273,p__Proteobacteria (UID3880), 1495,261, 164, 57, 204,0,0,0, 0, 78.35,0.00, 0.00,1076,1001,26,class,0.87,0.81,0.05,0.18,0.47,0.5,0.41,True
11990, k__Bacteria (UID1453),901, 171, 117, 28, 139,4,0,0, 0, 79.63,2.99,25.00,1869,1797,140,family,0.83,0.8,0.11,0.16,0.39,0.68,0.55,True
12026,k__Bacteria (UID203),5449,103,57, 4, 20,49, 24, 4, 2, 92.98, 101.08,7.88,2862,2439,362,phylum,0.9,0.76,0.64,0.42,1.59,0.54,0.41,False
12211,root (UID1), 5656, 56,24, 56,0, 0,0,0, 0,0.00,0.00, 0.00,348,39,16,kingdom,1.0,0.11,0.0,0.08,0.17,0.34,0.04,True
13175, k__Archaea (UID2),207, 149, 107,131,11,7,0,0, 0,4.45,0.50, 0.00,486,132,17,kingdom,1.0,0.27,0.0,0.17,0.38,0.37,0.1,True
1468,k__Bacteria (UID2565),2921,152,93, 21, 130,1,0,0, 0, 94.62,1.08, 0.00,1839,1700,20,class,0.9,0.83,0.06,0.16,0.4,0.52,0.43,True
1475,k__Bacteria (UID3187),2258,182, 112, 3,178,1,0,0, 0, 97.32,0.89, 0.00,2765,2268,183,phylum,0.92,0.75,0.07,0.06,0.13,0.5,0.38,True
15963,root (UID1), 5656, 56,24, 56,0, 0,0,0, 0,0.00,0.00, 0.00,642,131,41,kingdom,1.0,0.2,0.0,0.12,0.27,0.37,0.08,True
19534,root (UID1), 5656, 56,24, 56,0, 0,0,0, 0,0.00,0.00, 0.00,246,93,5,kingdom,1.0,0.38,0.0,0.03,0.07,0.4,0.15,True
21370,p__Euryarchaeota (UID3), 148, 188, 125, 40, 147,1,0,0, 0, 75.87,0.80, 0.00,1322,1244,52,kingdom,1.0,0.94,0.28,0.04,0.09,0.63,0.59,True
27124,c__Alphaproteobacteria (UID3305),564, 347, 229,246, 100,1,0,0, 0, 29.50,0.44, 0.00,567,561,117,kingdom,1.0,0.99,0.0,0.0,0.0,0.87,0.86,True
30092,p__Euryarchaeota (UID3), 148, 188, 125, 72, 114,2,0,0, 0, 71.46,1.60,50.00,1233,1122,50,phylum,0.97,0.88,0.08,0.03,0.06,0.6,0.52,True
30191, k__Archaea (UID2),207, 149, 107,132,17,0,0,0, 0,4.13,0.00, 0.00,243,65,13,kingdom,1.0,0.27,0.0,0.11,0.24,0.39,0.1,True
30400,root (UID1), 5656, 56,24, 56,0, 0,0,0, 0,0.00,0.00, 0.00,227,214,17,class,0.92,0.87,0.04,0.1,0.22,0.54,0.47,True
32009,root (UID1), 5656, 56,24, 50,1, 5,0,0, 0,3.36,2.31, 0.00,253,69,10,kingdom,1.0,0.27,0.0,0.23,0.55,0.35,0.1,True
32018,root (UID1), 5656, 56,24, 56,0, 0,0,0, 0,0.00,0.00, 0.00,228,220,5,order,0.57,0.55,0.08,0.82,10.03,0.48,0.27,True
33820,k__Bacteria (UID203),5449,104,58, 89,15,0,0,0, 0, 20.69,0.00, 0.00,679,654,18,class,0.78,0.75,0.2,0.12,0.29,0.63,0.48,True
34822,root (UID1), 5656, 56,24, 56,0, 0,0,0, 0,0.00,0.00, 0.00,204,156,4,kingdom,1.0,0.76,0.0,0.03,0.07,0.38,0.29,True
35087,k__Bacteria (UID203),5449,104,58, 68,19,15, 2,0, 0, 49.29, 27.59, 9.52,928,903,62,class,0.97,0.94,0.16,0.09,0.19,0.59,0.56,True
35207,root (UID1), 5656, 56,24, 56,0, 0,0,0, 0,0.00,0.00, 0.00,473,454,43,family,0.8,0.77,0.28,0.15,0.38,0.64,0.49,True
35855,p__Euryarchaeota (UID3), 148, 188, 125, 47, 140,1,0,0, 0, 65.33,0.40,100.00,1043,957,29,kingdom,1.0,0.92,0.1,0.07,0.14,0.6,0.55,True
36163, k__Archaea (UID2),207, 149, 107, 11,32,71, 35, 0, 0, 91.12, 92.80,11.36,2622,2406,97,kingdom,1.0,0.92,0.08,0.08,0.17,0.61,0.56,True
37753,k__Bacteria (UID203),5449,104,58, 89,8, 7,0,0, 0, 24.14, 12.07, 0.00,608,565,36,phylum,0.93,0.87,0.61,0.08,0.18,0.53,0.46,False
37958, k__Archaea (UID2),207, 149, 107,139,3, 5,2,0, 0,2.22,0.65, 9.09,426,112,40,kingdom,1.0,0.26,0.0,0.12,0.28,0.37,0.1,True
37969,k__Bacteria (UID203),5449,102,58, 93,9, 0,0,0, 0, 13.79,0.00, 0.00,209,200,8,order,0.76,0.73,0.05,0.65,3.4,0.53,0.39,True
37970,k__Bacteria (UID203),5449,103,57, 48,29,25, 1,0, 0, 67.78, 27.11, 0.00,1205,1165,82,phylum,0.96,0.93,0.87,0.41,1.03,0.61,0.57,False
37972,root (UID1), 5656, 56,24, 56,0, 0,0,0, 0,0.00,0.00, 0.00,325,312,11,family,0.64,0.61,0.1,0.13,0.29,0.6,0.37,True
37974,root (UID1), 5656, 56,24, 56,0, 0,0,0, 0,0.00,0.00, 0.00,332,306,32,genus,0.54,0.5,0.19,0.55,1.99,0.48,0.24,True
39,k__Bacteria (UID1453),901, 171, 117, 9,157,5,0,0, 0, 93.16,2.33,20.00,2950,2755,307,phylum,0.95,0.89,0.1,0.11,0.24,0.57,0.51,True
4738,k__Bacteria (UID1452),924, 151, 101, 20, 130,1,0,0, 0, 86.63,0.99, 0.00,1314,1170,24,phylum,0.78,0.69,0.01,0.69,3.3,0.45,0.31,True
7097, p__Euryarchaeota (UID3), 148, 188, 125, 25, 162,1,0,0, 0, 82.13,0.80, 0.00,1624,1445,52,phylum,0.96,0.85,0.14,0.04,0.09,0.59,0.5,True
7508,k__Bacteria (UID1453),901, 171, 117, 21, 146,4,0,0, 0, 88.03,2.31, 0.00,2274,2184,108,phylum,0.97,0.93,0.15,0.08,0.16,0.71,0.66,True
7765,k__Archaea (UID2),207, 149, 107,130,13,6,0,0, 0,5.38,0.43, 0.00,419,97,7,kingdom,1.0,0.23,0.0,0.19,0.43,0.38,0.09,True
8737, c__Alphaproteobacteria (UID3305),564, 349, 230, 33, 315,1,0,0, 0, 95.30,0.43, 0.00,1730,1640,76,class,0.96,0.91,0.15,0.08,0.18,0.61,0.55,True
8982,k__Archaea (UID2),207, 149, 107, 23,21, 104, 1,0, 0, 84.74, 70.57,62.62,3190,2899,252,kingdom,1.0,0.91,0.14,0.06,0.13,0.6,0.55,True
9262, p__Euryarchaeota (UID3), 148, 188, 125, 27, 150,11, 0,0, 0, 83.79,6.56,45.45,1865,1701,160,phylum,0.97,0.88,0.25,0.03,0.06,0.64,0.56,True
9695,s__algicola (UID2846), 47, 571, 303, 42, 510,18, 1,0, 0, 89.81,3.18,42.86,1429,1386,39,family,0.91,0.89,0.05,0.08,0.18,0.62,0.55,True
