,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
10135,root (UID1), 5656, 56,24, 55,1,0, 0, 0, 0,4.17,0.00, 0.00,472,236,69,phylum,0.89,0.45,0.45,0.43,1.34,0.65,0.29,True
14363,p__Euryarchaeota (UID3), 148, 188, 125, 26, 162, 0, 0, 0, 0, 81.20,0.00, 0.00,1183,1111,15,kingdom,1.0,0.94,0.01,0.07,0.15,0.61,0.57,True
16553, k__Bacteria (UID3187),2258,190, 119, 36, 153, 1, 0, 0, 0, 75.63,0.84, 0.00,951,868,7,class,0.75,0.69,0.04,0.38,1.39,0.5,0.35,True
17881, k__Archaea (UID2),207, 149, 107, 86,62, 1, 0, 0, 0, 47.96,0.93, 0.00,1173,1048,220,kingdom,1.0,0.89,0.35,0.05,0.1,0.63,0.56,True
18030,root (UID1), 5656, 56,24, 56,0,0, 0, 0, 0,0.00,0.00, 0.00,215,94,1,kingdom,1.0,0.44,0.0,0.05,0.11,0.4,0.18,True
19815,k__Bacteria (UID203),5449,104,58, 63,40, 1, 0, 0, 0, 54.78,0.86,100.00,1096,1006,233,phylum,0.95,0.88,0.2,0.07,0.14,0.52,0.46,True
22326,k__Bacteria (UID203),5449,104,58, 69,35, 0, 0, 0, 0, 47.76,0.00, 0.00,1141,1094,254,family,0.89,0.85,0.57,0.18,0.44,0.69,0.59,False
29767, k__Archaea (UID2),207, 149, 107,129,8,5, 0, 7, 0,6.31,4.16, 0.00,774,219,46,kingdom,1.0,0.28,0.0,0.16,0.38,0.37,0.1,True
30259,root (UID1), 5656, 56,24, 56,0,0, 0, 0, 0,0.00,0.00, 0.00,232,94,28,kingdom,1.0,0.41,0.11,0.06,0.14,0.39,0.16,True
30384,p__Euryarchaeota (UID3), 148, 188, 125,136,52, 0, 0, 0, 0, 25.18,0.00, 0.00,642,550,106,phylum,0.93,0.8,0.33,0.04,0.07,0.55,0.44,True
30449, k__Bacteria (UID1453),901, 171, 117, 81,81, 7, 2, 0, 0, 39.60,5.13,23.08,906,720,99,phylum,0.85,0.67,0.29,0.6,2.65,0.51,0.34,True
30469,root (UID1), 5656, 56,24, 56,0,0, 0, 0, 0,0.00,0.00, 0.00,274,257,10,order,0.51,0.48,0.24,0.11,0.26,0.57,0.27,True
33078,k__Bacteria (UID203),5449,103,57, 70,32, 1, 0, 0, 0, 49.12,1.75, 0.00,974,880,57,class,0.89,0.8,0.08,0.16,0.39,0.48,0.38,True
40354,root (UID1), 5656, 56,24, 54,2,0, 0, 0, 0,8.33,0.00, 0.00,280,260,11,order,0.78,0.73,1.0,0.06,0.14,0.65,0.48,False
43763,root (UID1), 5656, 56,24, 56,0,0, 0, 0, 0,0.00,0.00, 0.00,210,157,9,kingdom,1.0,0.75,0.0,0.05,0.11,0.37,0.28,True
5023, o__Actinomycetales (UID1663),488, 310, 185, 49, 256, 5, 0, 0, 0, 81.54,1.23,80.00,1819,1655,237,phylum,0.96,0.87,0.13,0.04,0.08,0.59,0.51,True
7025,k__Archaea (UID2),207, 149, 107,127,15, 7, 0, 0, 0,8.18,0.50, 0.00,429,136,21,kingdom,1.0,0.32,0.0,0.15,0.33,0.37,0.12,True
