,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
10825, k__Archaea (UID2),207, 149, 107,132,10, 7,0,0, 0,3.51,0.50, 0.00,352,105,17,kingdom,1.0,0.3,0.0,0.15,0.35,0.39,0.11,True
12297,k__Bacteria (UID203),5449,104,58, 30,34, 36, 3,1, 0, 64.03, 38.98,45.10,1920,1434,286,phylum,0.84,0.63,0.29,0.6,2.86,0.52,0.33,True
13689,p__Euryarchaeota (UID3), 148, 188, 125, 61, 126, 1,0,0, 0, 58.53,0.40, 0.00,984,876,49,kingdom,1.0,0.89,0.03,0.08,0.18,0.56,0.5,True
16899,k__Bacteria (UID203),5449,104,58, 85,19, 0,0,0, 0, 13.54,0.00, 0.00,312,271,85,family,0.69,0.6,0.54,0.17,0.44,0.64,0.38,False
17000,k__Bacteria (UID203),5449,104,58,100,4,0,0,0, 0,3.45,0.00, 0.00,390,379,89,genus,0.69,0.67,0.59,0.18,0.43,0.7,0.47,False
17554,c__Gammaproteobacteria (UID4267),119, 544, 284,211, 332, 1,0,0, 0, 56.70,0.35, 0.00,806,771,14,class,0.89,0.85,0.01,0.14,0.33,0.51,0.43,True
24000, k__Bacteria (UID1453),901, 171, 117, 98,72, 1,0,0, 0, 42.76,0.43, 0.00,854,829,70,family,0.86,0.84,0.15,0.13,0.32,0.68,0.57,True
24302,k__Bacteria (UID203),5449,103,57, 81,22, 0,0,0, 0, 34.21,0.00, 0.00,519,460,18,phylum,0.82,0.72,0.02,0.71,3.97,0.44,0.32,True
25896,root (UID1), 5656, 56,24, 55,1,0,0,0, 0,4.17,0.00, 0.00,396,368,25,class,0.8,0.74,0.14,0.1,0.22,0.55,0.41,True
26073, k__Archaea (UID2),207, 149, 107, 57,55, 36, 1,0, 0, 62.62, 19.94,12.82,1054,1027,124,kingdom,1.0,0.97,0.4,0.02,0.05,0.92,0.89,True
29917,k__Bacteria (UID203),5449,104,58, 77,27, 0,0,0, 0, 36.21,0.00, 0.00,471,433,10,family,0.54,0.49,0.13,0.09,0.2,0.52,0.26,True
30270,root (UID1), 5656, 56,24, 56,0,0,0,0, 0,0.00,0.00, 0.00,263,194,22,kingdom,1.0,0.74,0.1,0.49,1.0,0.4,0.29,True
32354, k__Archaea (UID2),207, 149, 107,125,24, 0,0,0, 0, 19.63,0.00, 0.00,371,333,38,kingdom,1.0,0.9,0.21,0.1,0.22,0.56,0.5,True
33125, k__Archaea (UID2),207, 149, 107,121,28, 0,0,0, 0, 22.43,0.00, 0.00,364,328,41,kingdom,1.0,0.9,0.34,0.05,0.12,0.62,0.55,True
33663,k__Bacteria (UID203),5449,104,58, 83,20, 1,0,0, 0, 31.03,1.72, 0.00,749,747,69,order,0.99,0.99,1.0,0.02,0.04,0.98,0.96,False
34172,k__Bacteria (UID203),5449,104,58, 75,18, 11, 0,0, 0, 41.38, 15.52,54.55,465,428,20,genus,0.58,0.54,0.05,0.15,0.36,0.51,0.27,True
34719, k__Archaea (UID2),207, 149, 107, 94,43, 12, 0,0, 0, 44.39, 10.28, 8.33,710,667,29,kingdom,1.0,0.94,0.06,0.04,0.08,0.61,0.57,True
34723,k__Bacteria (UID203),5449,104,58, 94,10, 0,0,0, 0, 15.52,0.00, 0.00,367,350,13,class,0.82,0.78,0.04,0.03,0.06,0.64,0.5,True
34746,root (UID1), 5656, 56,24, 56,0,0,0,0, 0,0.00,0.00, 0.00,650,258,26,kingdom,1.0,0.4,0.0,0.04,0.08,0.41,0.16,True
34777,k__Bacteria (UID203),5449,104,58, 38,23, 33, 7,3, 0, 58.93, 40.72, 5.56,1460,1413,100,class,0.9,0.87,0.71,0.39,1.23,0.63,0.55,False
3847, c__Alphaproteobacteria (UID3305),564, 347, 229, 49, 294, 4,0,0, 0, 83.76,1.11,50.00,1874,1797,350,genus,0.77,0.74,0.47,0.16,0.38,0.7,0.51,False
6081, p__Euryarchaeota (UID3), 148, 188, 125, 52, 136, 0,0,0, 0, 73.20,0.00, 0.00,1075,1013,37,kingdom,1.0,0.94,0.06,0.06,0.12,0.62,0.59,True
6233,k__Archaea (UID2),207, 149, 107, 41,66, 23, 14, 4, 1, 69.87, 41.18, 0.00,7739,3264,933,kingdom,1.0,0.42,0.0,0.11,0.24,0.4,0.17,True
6328,p__Cyanobacteria (UID2143), 129, 472, 368,206, 263, 3,0,0, 0, 53.71,0.68,33.33,1270,1257,235,kingdom,1.0,0.99,0.0,0.0,0.0,0.96,0.95,True
6340,k__Archaea (UID2),207, 149, 107,140,9,0,0,0, 0,5.22,0.00, 0.00,436,174,18,kingdom,1.0,0.4,0.0,0.15,0.34,0.39,0.15,True
6973,k__Archaea (UID2),207, 149, 107,135,14, 0,0,0, 0,5.97,0.00, 0.00,227,81,4,kingdom,1.0,0.36,0.0,0.2,0.46,0.44,0.16,True
8058,k__Archaea (UID2),207, 149, 107,130,12, 7,0,0, 0,5.85,0.50, 0.00,477,149,16,kingdom,1.0,0.31,0.0,0.14,0.32,0.37,0.12,True
