,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
10535,p__Proteobacteria (UID3880), 1495,261, 164, 15, 243, 3,0, 0, 0, 94.61,1.83, 0.00,2397,2284,47,family,0.55,0.53,0.09,0.71,4.98,0.59,0.31,True
11121,p__Euryarchaeota (UID3), 148, 188, 125, 26, 162, 0,0, 0, 0, 81.47,0.00, 0.00,1559,1438,79,kingdom,1.0,0.92,0.14,0.08,0.17,0.61,0.56,True
15210,k__Bacteria (UID203),5449,104,58, 0, 8,95, 0, 1, 0, 100.00,93.97,53.47,4537,4385,145,phylum,0.97,0.94,0.17,0.08,0.16,0.77,0.73,True
15525,p__Euryarchaeota (UID3), 148, 188, 125, 62, 123, 3,0, 0, 0, 73.73,0.86, 0.00,1386,1187,60,kingdom,1.0,0.86,0.06,0.1,0.22,0.53,0.45,True
15535,root (UID1), 5656, 56,24, 0, 0,56, 0, 0, 0, 100.00,100.00, 55.36,3863,3747,45,phylum,0.97,0.94,0.07,0.04,0.07,0.72,0.67,True
20543,o__Actinomycetales (UID1663),488, 310, 185, 21, 287, 2,0, 0, 0, 92.04,1.08,50.00,1965,1790,117,phylum,0.96,0.87,0.14,0.04,0.08,0.59,0.51,True
21232,root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,155,65,7,kingdom,1.0,0.42,0.0,0.03,0.06,0.37,0.16,True
25935,k__Bacteria (UID203),5449,104,58, 96,8,0,0, 0, 0, 12.07,0.00, 0.00,268,256,10,order,0.61,0.59,0.33,0.09,0.2,0.5,0.29,True
25946,k__Bacteria (UID203),5449,104,58, 56,48, 0,0, 0, 0, 72.41,0.00, 0.00,1887,1813,50,family,0.68,0.65,0.08,0.61,3.65,0.56,0.36,True
26072, k__Bacteria (UID3060),138, 338, 246, 34, 283, 21, 0, 0, 0, 86.59,7.32, 0.00,1222,1132,23,genus,0.57,0.53,0.68,0.25,0.74,0.58,0.3,False
26144, p__Cyanobacteria (UID2143), 129, 469, 365,318, 149, 2,0, 0, 0, 34.24,0.55, 0.00,550,545,50,kingdom,1.0,0.99,0.0,0.0,0.0,0.97,0.96,True
26173, k__Bacteria (UID1453),901, 171, 117,120,48, 3,0, 0, 0, 16.47,1.79,33.33,520,471,78,family,0.47,0.43,0.65,0.65,2.74,0.65,0.28,False
26216,k__Bacteria (UID203),5449,104,58, 91,13, 0,0, 0, 0, 18.97,0.00, 0.00,217,205,11,class,0.89,0.84,0.38,0.07,0.14,0.55,0.47,True
26236,k__Bacteria (UID203),5449,104,58,100,4,0,0, 0, 0,6.90,0.00, 0.00,223,193,11,order,0.76,0.66,0.08,0.29,0.88,0.56,0.37,True
26280,k__Bacteria (UID203),5449,102,58, 95,7,0,0, 0, 0,8.93,0.00, 0.00,206,185,15,class,0.92,0.83,0.26,0.2,0.53,0.56,0.46,True
26349,root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,248,120,20,kingdom,1.0,0.48,0.09,0.04,0.09,0.43,0.21,True
26772,k__Bacteria (UID203),5449,104,58, 85,19, 0,0, 0, 0, 13.32,0.00, 0.00,634,595,37,family,0.63,0.59,0.17,0.25,0.76,0.61,0.36,True
26828,k__Bacteria (UID203),5449,104,58, 81,23, 0,0, 0, 0, 36.21,0.00, 0.00,645,590,13,phylum,0.82,0.75,0.03,0.61,3.3,0.46,0.35,True
26835,k__Bacteria (UID203),5449,104,58, 80,24, 0,0, 0, 0, 34.48,0.00, 0.00,1149,1047,13,family,0.55,0.5,0.15,0.06,0.12,0.53,0.27,True
26877,root (UID1), 5656, 56,24, 55,1,0,0, 0, 0,4.17,0.00, 0.00,552,496,27,genus,0.46,0.42,0.18,0.31,0.94,0.52,0.22,True
27249, k__Archaea (UID2),207, 149, 107,125,23, 1,0, 0, 0, 18.69,0.93, 0.00,367,361,16,kingdom,0.98,0.97,0.0,0.0,0.0,0.86,0.83,True
27451, k__Bacteria (UID2495),2993,147,91, 97,50, 0,0, 0, 0, 31.67,0.00, 0.00,489,433,17,family,0.58,0.52,0.13,0.32,1.09,0.49,0.25,True
27615,p__Euryarchaeota (UID3), 148, 188, 125, 19, 167, 2,0, 0, 0, 86.13,1.60, 0.00,1581,1488,50,kingdom,1.0,0.94,0.18,0.04,0.09,0.65,0.61,True
28091,root (UID1), 5656, 56,24, 55,1,0,0, 0, 0,4.17,0.00, 0.00,416,410,26,kingdom,0.98,0.97,0.0,0.0,0.0,0.84,0.81,True
