,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
10436,k__Bacteria (UID203),5449,103,57, 52,13, 38, 0, 0, 0, 73.86, 57.02,81.58,6424,6325,488,kingdom,1.0,0.98,0.0,0.0,0.0,0.89,0.87,True
11002, s__algicola (UID2846), 47, 571, 303,122, 444, 5,0, 0, 0, 86.16,0.56,60.00,2738,2659,86,genus,0.8,0.78,0.04,0.11,0.25,0.87,0.68,True
11434,p__Proteobacteria (UID3214), 2231,190, 119, 48, 142, 0,0, 0, 0, 81.36,0.00, 0.00,1500,893,158,class,0.82,0.49,0.01,0.38,1.28,0.45,0.22,True
12377,c__Alphaproteobacteria (UID3305),564, 349, 230, 25, 322, 2,0, 0, 0, 96.09,0.87, 0.00,2142,2092,27,class,0.9,0.88,0.06,0.15,0.37,0.57,0.5,True
12773,c__Gammaproteobacteria (UID4443),356, 451, 270,272, 151, 28, 0, 0, 0, 40.24,7.04, 3.57,1088,1036,48,class,0.88,0.84,0.11,0.17,0.43,0.54,0.45,True
12855,k__Bacteria (UID203),5449,104,58, 76,28, 0,0, 0, 0, 37.93,0.00, 0.00,599,588,21,kingdom,1.0,0.98,0.0,0.0,0.0,0.69,0.68,True
12883,k__Bacteria (UID203),5449,104,58,100,4,0,0, 0, 0,6.90,0.00, 0.00,191,178,11,class,0.93,0.87,0.08,0.51,2.17,0.55,0.48,True
12890,k__Bacteria (UID203),5449,104,58, 65,39, 0,0, 0, 0, 60.50,0.00, 0.00,2965,2906,97,kingdom,1.0,0.98,0.0,0.0,0.0,0.94,0.92,True
12903,root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,293,264,9,kingdom,1.0,0.9,0.22,0.04,0.08,0.48,0.43,True
12940, k__Archaea (UID2),207, 149, 107, 14,87, 47, 1, 0, 0, 87.85, 38.32,70.00,1667,1526,101,kingdom,1.0,0.92,0.11,0.06,0.12,0.63,0.58,True
12962,k__Bacteria (UID203),5449,104,58, 95,9,0,0, 0, 0, 13.79,0.00, 0.00,305,301,28,genus,0.61,0.61,0.01,0.79,9.53,0.63,0.38,True
12965, k__Bacteria (UID1452),924, 151, 101, 19, 132, 0,0, 0, 0, 84.65,0.00, 0.00,1192,1064,34,phylum,0.84,0.75,0.07,0.41,1.51,0.48,0.36,True
12983, k__Bacteria (UID2982), 88, 230, 148, 17, 213, 0,0, 0, 0, 90.09,0.00, 0.00,2695,2394,93,genus,0.57,0.5,0.15,0.42,1.61,0.57,0.29,True
13035,k__Bacteria (UID203),5449,104,58, 93,11, 0,0, 0, 0, 13.79,0.00, 0.00,688,682,37,kingdom,1.0,0.99,0.0,0.0,0.0,0.97,0.96,True
13060, k__Bacteria (UID1452),924, 151, 101, 88,63, 0,0, 0, 0, 47.65,0.00, 0.00,1160,1070,54,phylum,0.83,0.77,0.06,0.58,2.75,0.49,0.37,True
13062,k__Bacteria (UID203),5449,104,58, 92,12, 0,0, 0, 0, 20.69,0.00, 0.00,1395,1384,83,kingdom,1.0,0.99,0.0,0.0,0.0,0.98,0.97,True
13102,p__Euryarchaeota (UID3), 148, 188, 125,125,55, 8,0, 0, 0, 33.13,5.20,75.00,555,519,43,kingdom,1.0,0.94,0.19,0.05,0.11,0.65,0.6,True
13169,k__Bacteria (UID203),5449,104,58, 88,16, 0,0, 0, 0, 25.86,0.00, 0.00,1268,1214,61,class,0.86,0.82,0.1,0.43,1.56,0.52,0.43,True
13172,k__Bacteria (UID203),5449,104,58, 73,31, 0,0, 0, 0, 45.69,0.00, 0.00,1968,1949,84,genus,0.96,0.95,0.31,0.04,0.08,0.97,0.93,True
13213, k__Bacteria (UID1452),924, 151, 101, 16, 129, 6,0, 0, 0, 89.77,5.94, 0.00,1379,1250,46,kingdom,1.0,0.91,0.07,0.04,0.08,0.49,0.45,True
13234, k__Bacteria (UID1452),924, 151, 101, 19, 131, 1,0, 0, 0, 88.90,0.50,100.00,1296,1179,31,kingdom,1.0,0.91,0.04,0.03,0.06,0.48,0.43,True
13246,root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,259,257,16,kingdom,1.0,0.99,0.0,0.0,0.0,0.97,0.96,True
13261,root (UID1), 5656, 56,24, 54,2,0,0, 0, 0,8.33,0.00, 0.00,261,249,21,order,0.79,0.75,0.06,0.61,3.64,0.6,0.45,True
13287,k__Bacteria (UID203),5449,104,58, 92,9,3,0, 0, 0, 17.24,3.45,66.67,631,588,43,phylum,0.96,0.89,0.2,0.03,0.07,0.69,0.62,True
13357,root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,245,221,6,family,0.54,0.49,0.14,0.82,7.91,0.6,0.29,True
13419, k__Archaea (UID2),207, 149, 107, 44,65, 35, 5, 0, 0, 65.42, 24.84,38.00,1061,970,79,kingdom,1.0,0.91,0.04,0.07,0.14,0.62,0.57,True
13446, k__Bacteria (UID2982), 88, 230, 148, 77, 153, 0,0, 0, 0, 64.19,0.00, 0.00,1578,1402,59,class,0.8,0.71,0.18,0.67,3.09,0.54,0.38,True
13450,root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,341,335,15,phylum,0.9,0.89,0.06,0.07,0.15,0.58,0.52,True
13476, k__Bacteria (UID1452),924, 151, 101, 60,68, 21, 2, 0, 0, 69.26, 21.78, 0.00,1994,1844,58,phylum,0.82,0.76,0.06,0.55,2.63,0.47,0.36,True
13478,p__Euryarchaeota (UID3), 148, 188, 125, 77,89, 22, 0, 0, 0, 55.47, 11.84,18.18,1105,1068,43,kingdom,1.0,0.97,0.2,0.04,0.08,0.72,0.7,True
13573, k__Bacteria (UID1452),924, 151, 101, 22,97, 32, 0, 0, 0, 78.88, 21.45, 0.00,1481,1370,39,phylum,0.82,0.75,0.05,0.55,2.74,0.47,0.36,True
13604,k__Bacteria (UID203),5449,104,58, 7, 97, 0,0, 0, 0, 89.50,0.00, 0.00,1132,998,14,kingdom,1.0,0.88,0.04,0.05,0.1,0.43,0.38,True
13659,c__Gammaproteobacteria (UID4443),356, 451, 270,355,96, 0,0, 0, 0, 16.29,0.00, 0.00,260,250,19,class,0.94,0.9,0.1,0.13,0.31,0.56,0.51,True
13768, k__Bacteria (UID2495),2993,147,91, 65,82, 0,0, 0, 0, 72.85,0.00, 0.00,1254,1218,26,phylum,0.93,0.9,0.11,0.08,0.19,0.88,0.8,True
13832,p__Euryarchaeota (UID3), 148, 188, 125,111,77, 0,0, 0, 0, 39.60,0.00, 0.00,641,602,58,phylum,0.96,0.9,0.03,0.03,0.06,0.63,0.56,True
14011,k__Bacteria (UID203),5449,104,58, 92,12, 0,0, 0, 0, 18.97,0.00, 0.00,380,359,17,family,0.64,0.6,0.09,0.05,0.1,0.6,0.36,True
14060,k__Bacteria (UID203),5449,104,58, 86,18, 0,0, 0, 0, 24.14,0.00, 0.00,867,770,49,phylum,0.89,0.79,0.13,0.37,1.19,0.54,0.43,True
14140,k__Bacteria (UID203),5449,104,58, 82,22, 0,0, 0, 0, 30.34,0.00, 0.00,523,522,115,kingdom,1.0,1.0,0.0,0.0,0.0,0.98,0.98,True
14217,root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,271,251,14,phylum,0.86,0.79,0.03,0.45,1.42,0.53,0.42,True
14352,k__Bacteria (UID203),5449,104,58, 98,6,0,0, 0, 0,8.62,0.00, 0.00,1037,1015,45,genus,0.95,0.93,0.14,0.02,0.05,0.97,0.9,True
14458, k__Archaea (UID2),207, 149, 107, 88,37, 24, 0, 0, 0, 43.46, 14.49,70.83,569,541,28,kingdom,1.0,0.95,0.09,0.04,0.09,0.73,0.7,True
14492,k__Bacteria (UID203),5449,104,58, 84,20, 0,0, 0, 0, 31.03,0.00, 0.00,1087,1005,48,order,0.72,0.67,0.1,0.4,1.41,0.53,0.35,True
14788,k__Bacteria (UID203),5449,104,58, 65,39, 0,0, 0, 0, 56.90,0.00, 0.00,1627,1462,71,family,0.47,0.42,0.12,0.59,2.38,0.53,0.22,True
14813, k__Bacteria (UID1452),924, 151, 101, 15, 136, 0,0, 0, 0, 87.79,0.00, 0.00,1152,1035,27,kingdom,1.0,0.9,0.04,0.04,0.08,0.46,0.41,True
15204,root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,209,192,8,genus,0.44,0.4,0.09,0.8,6.65,0.46,0.19,True
15221, k__Archaea (UID2),207, 149, 107,128,14, 7,0, 0, 0, 15.89,4.67, 0.00,261,251,16,kingdom,1.0,0.96,0.17,0.05,0.1,0.7,0.67,True
15222,k__Bacteria (UID203),5449,104,58, 98,6,0,0, 0, 0,6.90,0.00, 0.00,224,214,10,phylum,0.93,0.89,0.09,0.03,0.06,0.57,0.51,True
15452,k__Bacteria (UID203),5449,104,58, 60,44, 0,0, 0, 0, 65.52,0.00, 0.00,1450,1354,19,family,0.63,0.59,0.11,0.09,0.19,0.55,0.33,True
15486,k__Bacteria (UID203),5449,103,57, 95,8,0,0, 0, 0,8.77,0.00, 0.00,194,178,7,genus,0.45,0.41,0.02,0.54,2.69,0.51,0.21,True
15595,k__Bacteria (UID203),5449,104,58, 93,11, 0,0, 0, 0, 16.38,0.00, 0.00,487,445,16,phylum,0.84,0.76,0.22,0.2,0.5,0.57,0.43,True
16139,k__Bacteria (UID203),5449,103,57, 86,17, 0,0, 0, 0, 24.56,0.00, 0.00,768,673,37,order,0.52,0.46,0.07,0.53,2.68,0.49,0.23,True
16146,k__Bacteria (UID203),5449,103,57, 96,7,0,0, 0, 0, 10.53,0.00, 0.00,183,154,5,kingdom,0.98,0.83,0.0,0.0,0.0,0.44,0.37,True
16157,k__Bacteria (UID203),5449,103,57, 81,21, 1,0, 0, 0, 21.05,0.16, 0.00,239,221,9,genus,0.52,0.48,0.08,0.61,2.42,0.51,0.24,True
16385,k__Bacteria (UID203),5449,103,57, 91,12, 0,0, 0, 0, 19.30,0.00, 0.00,961,887,40,phylum,0.86,0.79,0.05,0.6,2.96,0.48,0.38,True
