,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
10181, k__Bacteria (UID2982), 88, 230, 148, 23, 205, 2,0, 0,0, 88.06,1.35, 0.00,2553,2347,274,family,0.68,0.63,0.14,0.51,1.83,0.57,0.36,True
11916,p__Euryarchaeota (UID3), 148, 188, 125, 65, 123, 0,0, 0,0, 63.60,0.00, 0.00,996,915,9,phylum,0.93,0.86,0.01,0.03,0.07,0.57,0.49,True
12762, k__Archaea (UID2),207, 149, 107, 16,36, 96, 1, 0,0, 87.38, 71.26,52.53,2681,2483,206,kingdom,1.0,0.93,0.32,0.05,0.1,0.63,0.58,True
14912,root (UID1), 5656, 56,24, 1, 0,4,8, 19, 24,95.83, 310.04,3.27,6160,5567,782,phylum,0.97,0.88,0.94,0.62,2.59,0.65,0.57,False
15372,p__Euryarchaeota (UID3), 148, 188, 125, 57, 131, 0,0, 0,0, 60.08,0.00, 0.00,1158,1059,231,kingdom,1.0,0.91,0.23,0.04,0.09,0.64,0.58,True
17523,p__Euryarchaeota (UID3), 148, 188, 125, 68, 102, 18, 0, 0,0, 73.98, 12.00,44.44,1127,1094,98,kingdom,1.0,0.97,0.34,0.02,0.05,0.9,0.87,True
18340,k__Bacteria (UID203),5449,103,57, 59,44, 0,0, 0,0, 64.91,0.00, 0.00,1758,1553,168,phylum,0.9,0.8,0.18,0.15,0.36,0.53,0.42,True
19013, k__Bacteria (UID2569),434, 278, 186,100, 175, 3,0, 0,0, 72.96,1.61,33.33,2291,2092,229,genus,0.61,0.56,0.2,0.16,0.4,0.59,0.33,True
21496,p__Euryarchaeota (UID3), 148, 188, 125, 61, 124, 3,0, 0,0, 59.66,2.40,33.33,1201,1092,152,phylum,0.96,0.87,0.15,0.03,0.07,0.6,0.52,True
22179,root (UID1), 5656, 56,24, 56,0,0,0, 0,0,0.00,0.00, 0.00,373,175,5,kingdom,1.0,0.47,0.0,0.04,0.08,0.41,0.19,True
25189,k__Bacteria (UID203),5449,104,58,102,2,0,0, 0,0,3.45,0.00, 0.00,543,513,40,phylum,0.92,0.87,0.08,0.12,0.26,0.53,0.46,True
25807,p__Euryarchaeota (UID3), 148, 188, 125, 64, 124, 0,0, 0,0, 70.27,0.00, 0.00,1143,1059,28,kingdom,1.0,0.93,0.02,0.08,0.17,0.61,0.56,True
25998,k__Bacteria (UID203),5449,103,58, 65,24, 13, 1, 0,0, 46.69, 16.90,56.25,1887,1819,294,kingdom,1.0,0.96,0.0,0.0,0.0,0.87,0.84,True
27958,k__Bacteria (UID203),5449,102,58, 97,5,0,0, 0,0,8.62,0.00, 0.00,364,350,21,class,0.89,0.85,0.06,0.11,0.24,0.55,0.47,True
29698,k__Bacteria (UID203),5449,104,58, 70,34, 0,0, 0,0, 48.28,0.00, 0.00,1079,1003,48,class,0.93,0.86,0.05,0.14,0.34,0.56,0.49,True
29750,k__Bacteria (UID203),5449,104,58, 92,12, 0,0, 0,0, 16.69,0.00, 0.00,318,309,18,kingdom,1.0,0.97,0.0,0.0,0.0,0.58,0.56,True
3002,k__Bacteria (UID2982), 88, 230, 148, 2,228, 0,0, 0,0, 99.32,0.00, 0.00,2977,2696,77,family,0.64,0.58,0.15,0.53,2.42,0.58,0.33,True
30026,k__Bacteria (UID203),5449,104,58, 88,16, 0,0, 0,0, 27.59,0.00, 0.00,1587,1515,221,genus,0.43,0.41,0.19,0.46,1.87,0.6,0.25,True
31175,k__Bacteria (UID203),5449,104,58, 85,19, 0,0, 0,0, 27.59,0.00, 0.00,361,351,21,class,0.96,0.93,0.06,0.04,0.08,0.57,0.53,True
31670,k__Bacteria (UID203),5449,104,58, 95,9,0,0, 0,0, 15.52,0.00, 0.00,621,612,53,genus,0.89,0.87,0.21,0.02,0.05,0.84,0.73,True
32002, k__Archaea (UID2),207, 149, 107,112,37, 0,0, 0,0, 29.91,0.00, 0.00,459,450,23,kingdom,1.0,0.98,0.22,0.04,0.08,0.9,0.89,True
32398, k__Archaea (UID2),207, 149, 107,139,4,6,0, 0,0,2.84,0.43, 0.00,359,57,26,kingdom,1.0,0.16,0.0,0.39,0.9,0.4,0.06,True
3563, p__Euryarchaeota (UID3), 148, 188, 125, 25, 163, 0,0, 0,0, 82.00,0.00, 0.00,1392,1218,22,kingdom,1.0,0.88,0.02,0.11,0.24,0.52,0.46,True
36475,k__Bacteria (UID203),5449,104,58, 81,23, 0,0, 0,0, 31.90,0.00, 0.00,508,453,14,phylum,0.81,0.72,0.06,0.56,2.8,0.46,0.33,True
37914,root (UID1), 5656, 56,24, 56,0,0,0, 0,0,0.00,0.00, 0.00,756,665,51,order,0.62,0.54,0.3,0.03,0.07,0.6,0.32,True
38314,k__Bacteria (UID203),5449,104,58,102,2,0,0, 0,0,3.45,0.00, 0.00,241,226,8,family,0.52,0.49,0.07,0.19,0.47,0.48,0.24,True
39105,k__Bacteria (UID203),5449,104,58, 92,12, 0,0, 0,0, 17.24,0.00, 0.00,196,183,15,order,0.95,0.88,0.04,0.21,0.55,0.6,0.53,True
39155,root (UID1), 5656, 56,24, 56,0,0,0, 0,0,0.00,0.00, 0.00,285,145,8,kingdom,1.0,0.51,0.0,0.03,0.06,0.4,0.2,True
52, c__Gammaproteobacteria (UID4761), 52, 693, 297, 16, 674, 3,0, 0,0, 99.05,0.59,33.33,3952,3857,119,genus,0.89,0.87,0.1,0.09,0.2,0.84,0.73,True
7173,k__Bacteria (UID2495),2993,147,91, 55,90, 2,0, 0,0, 71.98,2.20, 0.00,3365,2976,230,class,0.5,0.44,0.07,0.84,7.97,0.49,0.22,True
8517, k__Bacteria (UID203),5449,103,57, 60,42, 1,0, 0,0, 64.91,1.75,100.00,2858,2756,89,genus,0.95,0.91,0.09,0.24,0.57,0.74,0.68,True
9298, root (UID1), 5656, 56,24, 53,3,0,0, 0,0, 12.50,0.00, 0.00,199,190,5,kingdom,1.0,0.95,0.0,0.0,0.0,0.73,0.7,True
