50																																																	
CCMD15562448ST																																																	
CCMD17410933ST	98.732651																																																
CCMD18829815ST	98.689468	98.717133																																															
CCMD21703880ST	98.681168	99.098907	98.635071																																														
CCMD23541216ST	99.033401	98.702026	98.689255	98.481705																																													
CCMD25475945ST	98.638298	98.51799	98.540237	98.544128	98.549622																																												
CCMD27463710ST	98.87088	98.833748	98.978867	98.745285	98.860924	98.64959																																											
CCMD27867141ST	98.853455	98.887901	98.813354	98.82177	98.875587	98.913773	98.914833																																										
CCMD28738636ST	99.072327	98.554337	98.533241	98.710556	98.690186	98.539337	98.786919	98.731079																																									
CCMD30627121ST	99.139511	98.680405	98.681137	98.59639	98.861145	98.673538	99.006348	98.935623	98.852722																																								
CCMD35633353ST	98.735672	99.0084	98.63839	98.942413	98.616119	98.520157	98.684189	98.745682	98.544792	98.609177																																							
CCMD35801800ST	98.627769	98.672012	98.534088	98.567459	98.565536	98.475235	98.885872	98.814896	98.759933	98.443115	98.569138																																						
CCMD39157124ST	98.759781	99.157249	98.87709	99.019875	98.724609	98.8339	98.99855	99.005203	98.769371	99.024094	98.993683	98.798157																																					
CCMD41521570ST	99.392426	98.761864	98.886002	98.782539	99.051926	98.709198	98.95369	98.980721	98.958374	99.214249	98.799957	98.803146	98.994873																																				
CCMD42956136ST	98.558273	98.630287	98.418655	98.478363	98.520279	98.377525	98.543396	98.628601	98.426437	98.527222	98.463715	98.461891	98.752472	98.751541																																			
CCMD45812507ST	98.726883	99.099838	98.631439	99.021339	98.647346	98.582382	98.866364	98.767349	98.680603	98.630501	98.902954	98.534851	99.010429	98.897644	98.608978																																		
CCMD49025643ST	99.265991	98.749046	98.836868	98.767136	99.049484	98.773361	99.047455	98.978371	99.315872	99.167366	98.706604	98.932327	98.981575	99.219238	98.712479	98.737671																																	
CCMD49942357ST	99.120468	99.004089	98.794586	98.968491	98.847183	98.538239	98.964058	98.931221	98.959122	98.986168	98.912338	98.783066	99.006973	99.029495	98.455048	98.80986	99.181854																																
CCMD51228890ST	98.861313	99.022095	98.730728	98.967438	98.851791	98.721718	98.9505	98.964241	98.648636	98.777191	98.752182	98.758957	99.042786	98.92894	98.640656	98.853867	98.918304	98.876862																															
CCMD52117727ST	99.232407	98.6819	98.574562	98.572609	98.977432	98.338654	98.784485	98.794373	98.8619	98.977722	98.477654	98.599792	98.586975	99.468353	98.406166	98.688339	99.048401	98.910927	98.681519																														
CCMD52145360ST	98.818985	98.568848	98.810867	98.672348	98.712753	98.577301	99.114792	98.789825	98.598389	98.812286	98.475143	98.693283	98.896469	98.794868	98.419296	98.393768	98.984421	98.864815	98.719223	98.431366																													
CCMD53508245ST	99.462662	98.694382	98.770309	98.584305	99.099037	98.548576	98.962708	98.872391	98.978149	99.188431	98.638176	98.775879	98.820091	99.498627	98.53688	98.790314	99.25721	99.034241	98.874794	99.444305	98.674957																												
CCMD54057834ST	98.9403	98.526215	98.692993	98.578278	98.693855	98.404991	98.886253	98.867249	98.850006	98.927994	98.463242	98.452782	98.862457	99.141212	98.381783	98.65033	99.032608	98.852127	98.733047	98.850113	98.693771	99.066216																											
CCMD59540613ST	98.731735	98.744492	98.535721	98.822571	98.580276	98.412567	98.632843	98.629898	98.600006	98.566116	98.850296	98.477005	98.750122	98.792252	98.416595	98.826065	98.676712	98.740532	98.857254	98.609879	98.615005	98.639297	98.634552																										
CCMD59583015ST	98.802185	98.922989	98.718025	98.648689	98.872627	98.738403	98.877174	99.454613	98.618385	98.851852	98.680862	98.736877	98.883644	98.827713	98.647858	98.664185	98.907471	98.803596	99.003166	98.796631	98.757004	98.795929	98.702972	98.650558																									
CCMD66848156ST	98.869759	99.249573	98.685562	99.134521	98.770554	98.523743	98.90242	98.895111	98.831299	98.828682	99.181076	98.778198	99.092049	98.954018	98.704491	99.272499	98.81662	99.048859	98.974434	98.641159	98.688469	98.769951	98.613609	98.79882	98.77005																								
CCMD73128545ST	98.546204	98.82795	98.13002	98.749222	98.272263	98.190674	98.602264	98.511757	98.295609	98.354706	98.614555	98.457916	99.024078	98.636154	98.226669	99.030548	98.597267	98.62883	98.549934	98.364517	98.331161	98.480408	98.100204	98.549019	98.315117	99.092506																							
CCMD76409700ST	99.077644	98.605377	98.651054	98.402077	98.909042	98.536934	99.015091	98.740799	98.719498	99.337883	98.528702	98.542282	98.746765	99.07576	98.243393	98.59375	99.073265	98.800835	98.664536	98.800583	98.806168	99.07782	98.793488	98.590103	98.687271	98.751511	98.339005																						
CCMD85661207ST	99.243225	98.920067	98.665451	98.807991	98.914581	98.472504	98.829933	98.78064	99.051712	98.988235	98.728165	98.646957	98.851868	99.294601	98.458321	98.898468	99.107407	99.12738	98.880478	99.094406	98.585403	99.315292	98.958099	98.79451	98.721527	98.969147	98.594421	99.011978																					
CCMD89107682ST	98.72142	98.66275	98.88134	98.835442	98.533134	98.713737	99.017685	98.783997	98.694275	98.616463	98.448898	98.766479	98.999496	98.726265	98.42038	98.53508	98.903465	98.891266	98.829971	98.393944	98.920677	98.693977	98.697357	98.578018	98.732872	98.732529	98.39064	98.605042	98.683052																				
CCMD98198513ST	99.002968	98.643867	98.938416	98.696075	98.787514	98.715912	99.081177	98.996094	98.724533	98.834305	98.549774	98.670929	98.89505	99.248764	98.352386	98.70369	99.032707	98.91674	98.845802	98.928833	98.871506	99.067688	99.035553	98.632614	98.820168	98.703903	98.188995	98.689957	98.943115	98.993942																			
CCMD99440714ST	98.815262	98.90377	98.818268	98.859787	98.869034	98.832291	98.927521	99.770218	98.675125	98.956985	98.797562	98.821518	99.059052	99.005646	98.610199	98.697441	99.004631	99.016022	98.965973	98.799667	98.796921	98.933487	98.828865	98.653999	99.436249	98.870888	98.469299	98.740265	98.922638	98.823837	98.940613																		
GCF_000012825	99.154678	98.791992	98.795776	98.601608	98.695671	98.489395	98.886734	98.887184	98.844055	98.827209	98.643997	98.749825	98.968628	99.269119	98.2742	98.630798	99.254303	99.038361	98.723129	99.209152	98.662842	99.167221	98.790825	98.640709	98.790176	98.835968	98.283157	98.730591	99.046997	98.62207	98.80484	98.877289																	
SAMN06172401	99.138397	98.856781	99.092148	98.883911	99.135452	98.932877	99.195007	99.031693	98.994743	99.212616	98.85759	98.765778	99.0811	99.205933	98.860657	98.857338	99.234894	99.068649	99.044403	98.970764	99.042854	99.143112	99.092834	98.805618	98.98616	98.859528	98.626686	99.095657	99.047157	99.078491	99.066238	99.081894	99.123642																
SAMN06172407	98.880646	98.863846	99.156357	98.963791	98.917427	98.842361	99.25354	98.957191	98.869003	99.016296	98.812592	98.866966	99.089935	98.936432	98.625206	98.864403	98.906357	99.053604	99.026558	98.762474	99.049362	98.813004	98.983025	98.812843	98.920044	98.962723	98.57077	98.920761	98.859116	99.14032	99.02774	98.948242	98.89595	99.327911															
SAMN06172414	99.120895	98.859192	99.020912	98.843513	99.153061	98.893768	99.214478	99.092865	99.064758	99.224701	98.825623	98.86499	99.067841	99.182869	98.825142	98.849777	99.301254	99.047478	99.044006	98.990509	98.996628	99.157578	99.026337	98.768204	98.92878	98.879807	98.613113	99.178848	99.000519	99.063492	99.126389	99.068695	99.072578	99.54187	99.348755														
SAMN06172421	98.874573	98.879112	99.177963	98.861832	98.681007	98.877792	99.264359	98.901642	98.731888	98.996994	98.689301	98.750603	99.162918	98.884804	98.543526	98.78244	99.029434	99.182915	98.958	98.626617	99.123978	98.772224	98.882103	98.822144	98.874901	98.839111	98.547119	98.879013	98.794754	99.256531	99.010727	98.900681	98.863373	99.327362	99.511322	99.219315													
SAMN06172426	98.997849	98.956169	99.156433	99.045166	98.99427	98.85553	99.302513	99.035995	99.057426	99.054985	98.998398	98.949951	99.105316	99.03717	98.763374	98.928101	99.0756	99.158974	99.058159	98.878792	99.075294	99.046814	98.985245	98.796921	99.022293	99.03688	98.733948	99.016594	99.022659	99.285217	99.171265	99.060806	99.034607	99.290192	99.748962	99.40126	99.556625												
SAMN06172428	99.022324	98.708481	98.931389	98.7211	99.091965	98.845016	99.065002	98.945412	98.850723	99.004753	98.608604	98.785034	98.940826	98.978958	98.847488	98.731445	99.029793	98.862076	98.939201	98.790237	98.958878	98.95546	98.953079	98.584099	98.884186	98.724136	98.317703	98.883102	98.87886	99.020767	98.966743	98.989479	98.815437	99.590034	99.383026	99.637474	99.174271	99.301758											
SAMN06172432	98.739792	98.682457	98.751877	98.819839	98.584503	98.483391	99.058029	98.707169	98.655579	98.775322	98.564934	98.602509	98.907318	98.68576	98.592346	98.687378	98.80722	98.86924	98.690521	98.389496	98.836899	98.648605	98.545532	98.510986	98.799423	98.846771	98.51535	98.724747	98.614151	99.261124	98.708771	98.691315	98.641907	99.083443	99.217865	99.070038	99.308891	99.23143	98.985382										
SAMN06172457	98.887329	98.473999	98.702141	98.508377	98.884155	98.541626	98.905899	98.746155	98.671432	98.841721	98.344086	98.566299	98.723206	98.845963	98.646049	98.526062	98.82048	98.713791	98.807678	98.509415	98.765694	98.75235	98.748566	98.440933	98.660873	98.551041	98.134903	98.650429	98.616547	98.804497	98.697258	98.826447	98.586159	99.44632	99.121658	99.535446	99.019333	99.121353	99.780441	98.766388									
SAMN06172471	98.678986	98.711975	99.0513	98.753784	98.709038	98.772461	99.101868	98.877647	98.719154	98.837082	98.693619	98.703918	98.935509	98.748848	98.526962	98.715042	98.783279	98.981018	98.905144	98.536179	98.921425	98.650131	98.661346	98.563126	98.827011	98.857803	98.404037	98.73629	98.677406	98.942688	98.835495	98.892769	98.625183	99.130722	99.816727	99.223961	99.459335	99.773018	99.188492	99.197578	98.938339								
SAMN06172477	98.90712	98.889412	99.111137	98.858131	98.891449	98.936081	99.251442	98.969681	98.866692	99.004349	98.823822	98.798843	99.054893	98.922829	98.656044	98.848862	98.972168	99.053085	98.968628	98.772751	98.995972	98.874489	98.794273	98.779404	98.974754	98.968063	98.514915	98.909676	98.867188	99.136414	99.034302	99.030418	98.899979	99.283569	99.799728	99.336472	99.504227	99.754944	99.323013	99.359688	99.111206	99.743332							
SAMN06172485	98.928528	98.713951	99.063828	98.781494	98.988312	98.819473	99.1688	98.985611	98.862671	98.996513	98.65799	98.758148	98.98053	98.919998	98.778313	98.793259	99.025909	98.987968	98.910568	98.754211	99.045563	98.898453	98.847061	98.693871	98.923035	98.876801	98.479866	98.905075	98.861084	99.02919	98.992126	98.949471	98.807655	99.492264	99.647667	99.513779	99.382156	99.556923	99.664673	99.227486	99.525238	99.507141	99.562256						
SAMN06172486	98.997696	98.969681	99.043747	99.070557	98.981781	98.897339	99.258438	99.080368	98.950821	99.043549	98.90081	98.882263	99.16983	98.982994	98.827393	98.874786	99.067978	99.155273	99.03183	98.713165	99.109726	98.940636	98.940964	98.838341	99.008255	98.887192	98.745949	99.025261	98.929024	99.463211	99.098869	99.126015	98.94043	99.41925	99.525299	99.43055	99.594048	99.528885	99.411896	99.601425	99.234886	99.459686	99.581367	99.583069					
