,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
10015,k__Bacteria (UID203),5449,104,58, 91,13, 0,0,0, 0, 18.97,0.00, 0.00,323,304,35,class,0.92,0.86,0.08,0.29,0.87,0.55,0.47,True
10062,p__Euryarchaeota (UID3), 148, 188, 125, 52, 135, 1,0,0, 0, 64.80,0.80, 0.00,1025,953,42,kingdom,1.0,0.93,0.08,0.07,0.15,0.61,0.56,True
10171,k__Bacteria (UID203),5449,104,58, 65,37, 2,0,0, 0, 52.59,3.45, 0.00,913,894,101,phylum,0.95,0.93,0.93,0.47,0.99,0.8,0.75,False
10317,root (UID1), 5656, 56,24, 56,0,0,0,0, 0,0.00,0.00, 0.00,441,394,20,order,0.57,0.51,0.25,0.13,0.31,0.54,0.28,True
10397,c__Gammaproteobacteria (UID4443),356, 451, 270,360,89, 2,0,0, 0, 17.86,0.20,100.00,434,413,73,class,0.89,0.85,0.06,0.11,0.23,0.58,0.49,True
11328,root (UID1), 5656, 56,24, 56,0,0,0,0, 0,0.00,0.00, 0.00,379,167,21,kingdom,1.0,0.44,0.0,0.04,0.07,0.43,0.19,True
11615,k__Bacteria (UID203),5449,104,58, 99,5,0,0,0, 0,6.90,0.00, 0.00,247,227,25,genus,0.64,0.59,0.34,0.37,1.17,0.58,0.34,True
11687,p__Euryarchaeota (UID3), 148, 188, 125,154,34, 0,0,0, 0, 14.13,0.00, 0.00,257,246,13,kingdom,1.0,0.96,0.01,0.02,0.04,0.63,0.61,True
12193,k__Bacteria (UID203),5449,104,58, 93,9,2,0,0, 0, 17.24,1.72, 0.00,388,366,16,genus,0.64,0.6,0.18,0.08,0.17,0.54,0.33,True
1735, o__Actinomycetales (UID1663),488, 310, 185, 40, 262, 8,0,0, 0, 86.89,1.49,25.00,1870,1677,309,phylum,0.95,0.85,0.3,0.05,0.1,0.59,0.5,True
20085,k__Bacteria (UID203),5449,104,58, 93,11, 0,0,0, 0, 17.24,0.00, 0.00,232,206,5,kingdom,1.0,0.88,0.0,0.0,0.0,0.47,0.41,True
2509,k__Bacteria (UID3187),2258,190, 119, 24, 164, 2,0,0, 0, 83.61,0.84, 0.00,996,911,7,genus,0.49,0.45,0.04,0.06,0.13,0.52,0.23,True
28223,k__Bacteria (UID203),5449,104,58, 90,14, 0,0,0, 0, 18.97,0.00, 0.00,282,241,16,family,0.59,0.5,0.05,0.48,2.34,0.47,0.23,True
31853,root (UID1), 5656, 56,24, 55,1,0,0,0, 0,4.17,0.00, 0.00,214,197,8,phylum,0.94,0.86,0.16,0.09,0.21,0.63,0.54,True
35945,root (UID1), 5656, 56,24, 56,0,0,0,0, 0,0.00,0.00, 0.00,281,49,1,kingdom,1.0,0.17,0.0,0.04,0.08,0.34,0.06,True
3899, p__Euryarchaeota (UID3), 148, 188, 125, 31, 154, 3,0,0, 0, 77.20,1.60,33.33,1712,1550,234,kingdom,1.0,0.91,0.23,0.08,0.17,0.6,0.54,True
5150, k__Bacteria (UID203),5449,104,58, 81,23, 0,0,0, 0, 22.85,0.00, 0.00,837,802,233,family,0.91,0.87,0.5,0.2,0.5,0.68,0.59,False
5513, k__Bacteria (UID203),5449,104,58, 77,24, 3,0,0, 0, 34.48,3.45,66.67,2226,2102,528,kingdom,1.0,0.94,0.0,0.0,0.0,0.85,0.81,True
6956, p__Euryarchaeota (UID3), 148, 188, 125, 82, 104, 2,0,0, 0, 46.28,0.84,100.00,1105,974,315,kingdom,1.0,0.88,0.31,0.05,0.1,0.63,0.56,True
7041, p__Euryarchaeota (UID3), 148, 188, 125, 57, 130, 1,0,0, 0, 74.13,0.06,100.00,1485,1326,44,phylum,0.96,0.86,0.15,0.03,0.07,0.59,0.5,True
8412, c__Gammaproteobacteria (UID4761), 52, 693, 297,127, 556, 10, 0,0, 0, 81.65,1.55,50.00,3579,3445,607,kingdom,1.0,0.96,0.0,0.0,0.0,0.96,0.92,True
9224, root (UID1), 5656, 56,24, 56,0,0,0,0, 0,0.00,0.00, 0.00,423,273,63,order,0.66,0.43,0.62,0.11,0.24,0.77,0.33,False
9246,k__Archaea (UID2),207, 149, 107,101,46, 2,0,0, 0, 36.45,1.87,100.00,849,798,49,kingdom,1.0,0.94,0.29,0.06,0.12,0.62,0.59,True
9448, k__Bacteria (UID203),5449,104,58, 87,17, 0,0,0, 0, 24.14,0.00, 0.00,943,897,45,class,0.95,0.9,0.07,0.09,0.21,0.58,0.53,True
9518, k__Bacteria (UID203),5449,104,58, 16,21, 43, 18, 6, 0, 77.59, 75.16, 4.51,2168,1907,299,family,0.57,0.5,0.88,0.48,2.06,0.79,0.39,False
9523, k__Bacteria (UID203),5449,104,58, 68,36, 0,0,0, 0, 53.45,0.00, 0.00,1460,1329,78,class,0.8,0.72,0.23,0.58,2.5,0.56,0.4,True
9539, p__Euryarchaeota (UID3), 148, 188, 125, 89,99, 0,0,0, 0, 53.73,0.00, 0.00,1009,919,38,kingdom,1.0,0.91,0.08,0.05,0.11,0.58,0.53,True
9626, k__Bacteria (UID203),5449,104,58, 67,37, 0,0,0, 0, 53.45,0.00, 0.00,734,703,29,phylum,0.94,0.9,0.2,0.02,0.05,0.52,0.47,True
9630, p__Euryarchaeota (UID3), 148, 188, 125, 97,91, 0,0,0, 0, 56.80,0.00, 0.00,898,813,31,kingdom,1.0,0.91,0.06,0.1,0.22,0.56,0.5,True
9863, k__Bacteria (UID203),5449,104,58, 90,14, 0,0,0, 0, 20.69,0.00, 0.00,562,551,47,genus,0.92,0.9,0.58,0.02,0.05,0.86,0.77,False
995, k__Bacteria (UID2982), 88, 230, 148, 5,220, 5,0,0, 0, 96.62,2.73, 0.00,2657,2332,20,order,0.75,0.66,0.07,0.31,1.02,0.61,0.4,True
