sample_id	Bin ID	Most abundant genome	Purity (bp)	Completeness (bp)	Bin size (bp)	True positives (bp)	True size of most abundant genome (bp)	Purity (seq)	Completeness (seq)	Bin size (seq)	True positives (seq)	True size of most abundant genome (seq)
gsa	bin.124.fa	1285_BF	1.0	0.9995929488956459	4164857	4164857	4166553	1.0	0.8888888888888888	8	8	9
gsa	bin.12.fa	1285_AC	0.5005121892356921	0.9992397295609439	6911508	3459294	3461926	0.5483870967741935	0.7727272727272727	31	17	22
gsa	bin.43.fa	1035939	1.0	0.9986937614295875	1597924	1597924	1600014	1.0	0.875	7	7	8
gsa	bin.95.fa	1287_BN	1.0	0.99862028455211	4746596	4746596	4753154	1.0	0.5172413793103449	15	15	29
gsa	bin.69.fa	1286_AF	1.0	0.9983504260771608	4771532	4771532	4779416	1.0	0.5862068965517241	17	17	29
gsa	bin.139.fa	1220_AX	1.0	0.9978194334576411	4238258	4238258	4247520	1.0	0.6153846153846154	8	8	13
gsa	bin.10.fa	1220_A	1.0	0.9973911316577343	3857105	3857105	3867194	1.0	0.5652173913043478	13	13	23
gsa	bin.132.fa	1285_BO	1.0	0.9970495527847804	3560786	3560786	3571323	1.0	0.5263157894736842	10	10	19
gsa	bin.68.fa	1220_E	1.0	0.9968874965824394	7259575	7259575	7282241	1.0	0.6666666666666666	24	24	36
gsa	bin.5.fa	1048966	1.0	0.9959622793320468	3651621	3651621	3666425	1.0	0.8333333333333334	25	25	30
gsa	bin.101.fa	1021_AS	1.0	0.99542436745391	5549893	5549893	5575404	1.0	0.53125	17	17	32
gsa	bin.34.fa	1030881	1.0	0.995340490936899	3286465	3286465	3301850	1.0	0.9047619047619048	19	19	21
gsa	bin.28.fa	1053049	0.9906306974621744	0.9947436560660927	6626854	6564765	6599454	0.9821428571428571	0.8208955223880597	56	55	67
gsa	bin.118.fa	1139_CF	1.0	0.994547740962168	6035954	6035954	6069044	1.0	0.5285714285714286	37	37	70
gsa	bin.61.fa	1035906	1.0	0.9940385061834518	2534830	2534830	2550032	1.0	0.8	36	36	45
gsa	bin.67.fa	1139_BF	0.9987043387020035	0.9938004245076247	6294855	6286699	6325917	0.9803921568627451	0.5494505494505495	51	50	91
gsa	bin.42.fa	1021_AP	1.0	0.9937939184954199	6635561	6635561	6676999	1.0	0.6056338028169014	43	43	71
gsa	bin.58.fa	1021_C	0.5001185717790433	0.9936997547115201	18322235	9163290	9221387	0.44166666666666665	0.5824175824175825	120	53	91
gsa	bin.48.fa	1139_CJ	1.0	0.9934462691935593	4629098	4629098	4659636	1.0	0.36666666666666664	11	11	30
gsa	bin.127.fa	1048885	0.9997844876542507	0.9934241179504688	12194197	12191569	12272270	0.975	0.8297872340425532	40	39	47
gsa	bin.30.fa	1287_N	1.0	0.9932545949602835	4455904	4455904	4486165	1.0	0.5714285714285714	28	28	49
gsa	bin.40.fa	1035993	1.0	0.9925668943641817	2767477	2767477	2788202	1.0	0.8823529411764706	30	30	34
gsa	bin.26.fa	evo_1139_Y.018	1.0	0.9919105325858608	7232963	7232963	7291951	1.0	0.5217391304347826	48	48	92
gsa	bin.109.fa	1286_BD	0.3404060560050902	0.9916567267289877	8821591	3002923	3028188	0.23333333333333334	0.4375	30	7	16
gsa	bin.86.fa	1049032	1.0	0.991203752982433	4460517	4460517	4500101	1.0	0.84	21	21	25
gsa	bin.39.fa	1286_Y	0.5000472123503832	0.9909396112886604	7614533	3807626	3842440	0.48	0.631578947368421	25	12	19
gsa	bin.56.fa	1035969	1.0	0.9901572593330719	3572225	3572225	3607735	1.0	0.8478260869565217	39	39	46
gsa	bin.11.fa	1030968	1.0	0.990090089116582	4581231	4581231	4627085	1.0	0.7894736842105263	45	45	57
gsa	bin.50.fa	1053025	0.9949193407576575	0.9889794385448808	3739869	3720868	3762331	0.9714285714285714	0.723404255319149	35	34	47
gsa	bin.1.fa	1021_P	1.0	0.9885421334768466	4347807	4347807	4398201	1.0	0.26666666666666666	8	8	30
gsa	bin.113.fa	1053031	1.0	0.9884989142322417	3756371	3756371	3800076	1.0	0.8125	26	26	32
