,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
13367,k__Bacteria (UID203),5449,104,58, 66,37, 1,0,0,0, 58.62,0.86,100.00,1335,1276,88,class,0.95,0.91,0.15,0.07,0.15,0.63,0.57,True
13902, k__Bacteria (UID2570),433, 274, 183, 81, 191, 2,0,0,0, 76.67,0.82,50.00,1148,1083,74,phylum,0.96,0.9,0.1,0.17,0.42,0.55,0.5,True
19188, f__Flavobacteriaceae (UID2817),81, 511, 283,105, 399, 7,0,0,0, 76.73,1.41,42.86,1104,1074,53,order,0.93,0.91,0.05,0.09,0.2,0.63,0.57,True
19436,c__Gammaproteobacteria (UID4201),1164,275, 174, 92, 183, 0,0,0,0, 56.13,0.00, 0.00,635,598,13,class,0.85,0.8,0.17,0.08,0.17,0.52,0.41,True
21941,c__Alphaproteobacteria (UID3305),564, 347, 229,135, 210, 2,0,0,0, 63.39,0.29,100.00,1116,1069,104,family,0.86,0.82,0.38,0.16,0.38,0.61,0.5,True
22808, k__Bacteria (UID2565),2921,142,87, 27, 114, 1,0,0,0, 73.21,1.15, 0.00,1661,1469,122,order,0.8,0.71,0.33,0.03,0.05,0.53,0.38,True
28374,k__Bacteria (UID203),5449,104,58, 85,19, 0,0,0,0, 29.31,0.00, 0.00,1146,1125,150,order,0.99,0.97,0.76,0.03,0.06,0.94,0.91,False
29087, k__Bacteria (UID3187),2258,190, 119, 54, 133, 3,0,0,0, 66.50,0.95, 0.00,2162,1887,152,family,0.56,0.49,0.42,0.17,0.42,0.58,0.28,True
29755,root (UID1), 5656, 56,24, 1, 3,12, 14, 23, 3, 95.83, 161.05,0.45,3762,3497,438,family,0.63,0.58,0.93,0.51,2.02,0.78,0.46,False
30850, k__Archaea (UID2),207, 149, 107,132,17, 0,0,0,0, 11.68,0.00, 0.00,217,206,40,kingdom,1.0,0.95,0.37,0.05,0.1,0.78,0.74,True
30946,root (UID1), 5656, 56,24, 54,2,0,0,0,0,8.33,0.00, 0.00,348,337,66,genus,0.72,0.69,0.58,0.14,0.31,0.67,0.46,False
31470,k__Bacteria (UID203),5449,104,58, 89,15, 0,0,0,0, 25.00,0.00, 0.00,514,478,46,phylum,0.94,0.87,0.13,0.02,0.05,0.53,0.47,True
31792,c__Gammaproteobacteria (UID4443),356, 451, 270,364,87, 0,0,0,0, 15.89,0.00, 0.00,604,582,60,family,0.66,0.63,0.49,0.18,0.47,0.62,0.39,False
32025,c__Gammaproteobacteria (UID4443),356, 451, 270,235, 196, 20, 0,0,0, 42.45,5.97, 0.00,755,727,30,class,0.9,0.87,0.08,0.13,0.31,0.54,0.46,True
33250,k__Bacteria (UID203),5449,104,58, 77,27, 0,0,0,0, 39.66,0.00, 0.00,481,465,15,family,0.82,0.79,0.06,0.1,0.23,0.55,0.43,True
35490,k__Bacteria (UID203),5449,104,58,104,0,0,0,0,0,0.00,0.00, 0.00,1058,507,35,phylum,0.85,0.41,0.05,0.21,0.58,0.43,0.17,True
36095,k__Bacteria (UID203),5449,104,58, 99,5,0,0,0,0,6.90,0.00, 0.00,221,218,11,kingdom,1.0,0.99,0.0,0.0,0.0,0.74,0.73,True
44, c__Alphaproteobacteria (UID3305),564, 349, 230, 11, 331, 7,0,0,0, 97.08,1.39,14.29,2035,1938,84,family,0.84,0.8,0.15,0.31,0.9,0.62,0.5,True
4785,o__Rickettsiales (UID3809),83, 324, 211,243,81, 0,0,0,0, 26.58,0.00, 0.00,579,578,130,genus,1.0,0.99,0.35,0.07,0.14,0.86,0.86,True
5091, c__Alphaproteobacteria (UID3337),468, 388, 250, 16, 370, 2,0,0,0, 95.54,0.60,50.00,1949,1798,93,class,0.96,0.89,0.09,0.08,0.17,0.56,0.5,True
6928, c__Alphaproteobacteria (UID3305),564, 347, 229, 12, 334, 1,0,0,0, 96.29,0.44,100.00,2339,2226,95,family,0.87,0.82,0.27,0.19,0.45,0.67,0.55,True
