,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
109, k__Bacteria (UID2570),433, 267, 178, 31, 236, 0,0,0, 0, 98.88,0.00, 0.00,3304,3086,39,genus,0.72,0.67,0.09,0.44,1.19,0.66,0.44,True
11271, f__Rhodobacteraceae (UID3361), 46, 654, 332,122, 525, 7,0,0, 0, 81.50,0.65,42.86,2591,2544,291,kingdom,1.0,0.98,0.0,0.0,0.0,0.8,0.78,True
11794, o__Sphingomonadales (UID3310), 26, 569, 293,108, 454, 7,0,0, 0, 87.12,2.16,85.71,2492,2454,217,kingdom,1.0,0.98,0.0,0.0,0.0,0.96,0.95,True
12200,k__Bacteria (UID203),5449,104,58, 79,24, 1,0,0, 0, 36.36,1.72,100.00,2970,2657,229,class,0.5,0.45,0.07,0.83,7.94,0.49,0.22,True
12332,p__Euryarchaeota (UID3), 148, 188, 125, 51, 134, 3,0,0, 0, 68.75,2.40,66.67,1373,1238,238,phylum,0.96,0.87,0.36,0.02,0.05,0.64,0.56,True
12459,root (UID1), 5656, 56,24, 56,0,0,0,0, 0,0.00,0.00, 0.00,298,40,15,kingdom,1.0,0.13,0.0,0.12,0.28,0.34,0.04,True
13178, k__Archaea (UID2),207, 149, 107,131,11, 7,0,0, 0,5.38,0.50, 0.00,422,111,15,kingdom,1.0,0.26,0.0,0.13,0.28,0.37,0.1,True
13326, k__Archaea (UID2),207, 149, 107,128,21, 0,0,0, 0, 10.86,0.00, 0.00,1243,497,131,kingdom,1.0,0.4,0.0,0.1,0.21,0.38,0.15,True
14551, k__Bacteria (UID2982), 88, 229, 147, 35, 191, 3,0,0, 0, 91.84,2.04,66.67,2800,2476,258,order,0.77,0.68,0.26,0.23,0.62,0.56,0.38,True
1505,k__Bacteria (UID2495),2993,140,85, 1,139, 0,0,0, 0, 98.82,0.00, 0.00,4036,3387,26,phylum,0.89,0.75,0.03,0.26,0.74,0.5,0.38,True
16184,root (UID1), 5656, 56,24, 56,0,0,0,0, 0,0.00,0.00, 0.00,570,247,13,kingdom,1.0,0.43,0.03,0.02,0.05,0.42,0.18,True
17, c__Alphaproteobacteria (UID3305),564, 349, 230, 52, 291, 6,0,0, 0, 96.74,2.39, 0.00,3379,3271,56,family,0.86,0.83,0.14,0.02,0.05,0.8,0.66,True
17430,k__Bacteria (UID203),5449,104,58, 57,47, 0,0,0, 0, 66.55,0.00, 0.00,2770,2740,123,kingdom,1.0,0.99,0.0,0.0,0.0,0.84,0.83,True
17727,k__Bacteria (UID203),5449,103,57, 66,37, 0,0,0, 0, 53.51,0.00, 0.00,1854,1722,74,phylum,0.93,0.86,0.1,0.1,0.23,0.54,0.47,True
17774,k__Bacteria (UID203),5449,104,58, 89,15, 0,0,0, 0, 22.41,0.00, 0.00,507,478,25,kingdom,1.0,0.94,0.0,0.0,0.0,0.56,0.53,True
17817,root (UID1), 5656, 56,24, 55,1,0,0,0, 0,4.17,0.00, 0.00,417,413,42,class,0.99,0.98,0.55,0.04,0.08,0.81,0.8,False
17854,c__Gammaproteobacteria (UID4201),1164,275, 174,132, 142, 1,0,0, 0, 51.53,0.29,100.00,633,586,40,phylum,0.95,0.88,0.05,0.02,0.04,0.51,0.45,True
17914,root (UID1), 5656, 56,24, 56,0,0,0,0, 0,0.00,0.00, 0.00,449,418,30,genus,0.66,0.61,0.26,0.05,0.11,0.6,0.36,True
18013,k__Bacteria (UID203),5449,104,58, 58,42, 4,0,0, 0, 67.55,6.90,25.00,1924,1762,60,phylum,0.96,0.88,0.09,0.03,0.05,0.51,0.45,True
18019,root (UID1), 5656, 56,24, 55,1,0,0,0, 0,4.17,0.00, 0.00,206,175,9,phylum,0.93,0.79,0.15,0.02,0.05,0.49,0.38,True
18046,c__Alphaproteobacteria (UID3305),564, 349, 230,127, 222, 0,0,0, 0, 64.54,0.00, 0.00,2292,2159,129,family,0.7,0.66,0.12,0.56,3.15,0.59,0.39,True
18075,root (UID1), 5656, 56,24, 56,0,0,0,0, 0,0.00,0.00, 0.00,291,280,14,phylum,0.93,0.89,0.05,0.1,0.23,0.53,0.48,True
18235,k__Bacteria (UID203),5449,104,58, 96,8,0,0,0, 0, 12.07,0.00, 0.00,877,869,76,kingdom,1.0,0.99,0.0,0.0,0.0,0.97,0.96,True
18376,root (UID1), 5656, 56,24, 56,0,0,0,0, 0,0.00,0.00, 0.00,203,197,11,genus,0.52,0.5,0.14,0.1,0.22,0.66,0.33,True
18383,k__Bacteria (UID203),5449,104,58, 88,16, 0,0,0, 0, 20.30,0.00, 0.00,201,198,11,class,0.96,0.95,0.1,0.02,0.04,0.57,0.54,True
18906,root (UID1), 5656, 56,24, 56,0,0,0,0, 0,0.00,0.00, 0.00,343,331,7,class,0.91,0.88,0.01,0.28,0.8,0.55,0.48,True
19053,root (UID1), 5656, 56,24, 56,0,0,0,0, 0,0.00,0.00, 0.00,176,175,12,kingdom,1.0,0.99,0.0,0.0,0.0,0.98,0.98,True
19106,root (UID1), 5656, 56,24, 56,0,0,0,0, 0,0.00,0.00, 0.00,220,212,11,family,0.96,0.92,0.3,0.02,0.05,0.76,0.7,True
19323,k__Bacteria (UID203),5449,104,58, 98,6,0,0,0, 0,7.76,0.00, 0.00,244,240,19,kingdom,1.0,0.98,0.0,0.0,0.0,0.96,0.94,True
19423,k__Bacteria (UID203),5449,104,58,101,3,0,0,0, 0,5.17,0.00, 0.00,289,272,14,kingdom,1.0,0.94,0.0,0.0,0.0,0.73,0.69,True
19625,root (UID1), 5656, 56,24, 56,0,0,0,0, 0,0.00,0.00, 0.00,336,160,13,kingdom,0.98,0.47,0.0,0.0,0.0,0.39,0.18,True
20474,root (UID1), 5656, 56,24, 56,0,0,0,0, 0,0.00,0.00, 0.00,221,177,8,order,0.54,0.43,0.04,0.48,2.01,0.45,0.19,True
20594, k__Archaea (UID2),207, 149, 107,111,38, 0,0,0, 0, 30.37,0.00, 0.00,308,307,20,kingdom,1.0,1.0,0.0,0.0,0.0,0.94,0.94,True
21024,root (UID1), 5656, 56,24, 56,0,0,0,0, 0,0.00,0.00, 0.00,248,195,13,order,0.54,0.42,0.02,0.4,1.57,0.43,0.18,True
21757,p__Euryarchaeota (UID3), 148, 188, 125, 66, 122, 0,0,0, 0, 62.80,0.00, 0.00,972,891,9,phylum,0.93,0.85,0.03,0.03,0.06,0.57,0.49,True
22141, k__Archaea (UID2),207, 149, 107,129,20, 0,0,0, 0, 14.95,0.00, 0.00,296,277,16,kingdom,1.0,0.94,0.02,0.03,0.05,0.61,0.57,True
24732, k__Archaea (UID2),207, 149, 107,122,24, 3,0,0, 0, 20.56,2.80, 0.00,447,418,10,kingdom,1.0,0.94,0.04,0.08,0.18,0.66,0.61,True
2512, p__Euryarchaeota (UID3), 148, 188, 125, 26, 162, 0,0,0, 0, 81.20,0.00, 0.00,1299,1198,46,kingdom,1.0,0.92,0.09,0.08,0.18,0.6,0.55,True
25741,p__Euryarchaeota (UID3), 148, 188, 125, 68, 116, 4,0,0, 0, 54.53,2.13, 0.00,787,728,21,kingdom,1.0,0.93,0.0,0.05,0.11,0.62,0.57,True
3358, c__Gammaproteobacteria (UID4443),356, 451, 270, 24, 417, 10, 0,0, 0, 97.41,2.76, 0.00,4715,4444,29,class,0.93,0.88,0.05,0.09,0.21,0.59,0.51,True
3777,s__algicola (UID2846), 47, 571, 303, 2,566, 3,0,0, 0, 99.34,0.71,33.33,3030,2943,55,kingdom,1.0,0.97,0.0,0.0,0.0,0.92,0.89,True
40782,root (UID1), 5656, 56,24, 56,0,0,0,0, 0,0.00,0.00, 0.00,206,188,10,class,0.81,0.74,0.08,0.09,0.19,0.53,0.39,True
4613,k__Bacteria (UID2569),434, 278, 186, 16, 262, 0,0,0, 0, 95.70,0.00, 0.00,2296,2158,26,family,0.82,0.77,0.01,0.57,2.69,0.56,0.43,True
48457,k__Bacteria (UID203),5449,104,58, 95,9,0,0,0, 0, 13.79,0.00, 0.00,258,246,12,family,0.74,0.71,0.13,0.19,0.49,0.6,0.43,True
5452, c__Gammaproteobacteria (UID4443),356, 451, 270, 85, 347, 17, 2,0, 0, 89.07,5.16,13.04,4461,4094,380,class,0.91,0.84,0.13,0.36,1.15,0.57,0.48,True
56,k__Bacteria (UID2565),2921,143,88, 2,141, 0,0,0, 0, 97.73,0.00, 0.00,4846,4092,112,family,0.5,0.42,0.09,0.6,3.4,0.47,0.2,True
5778,k__Bacteria (UID2982), 88, 230, 148, 3,227, 0,0,0, 0, 98.65,0.00, 0.00,2994,2706,84,genus,0.48,0.44,0.18,0.38,1.31,0.59,0.26,True
6390,s__algicola (UID2846), 47, 571, 303, 35, 526, 9,1,0, 0, 98.25,1.89, 0.00,3872,3723,63,genus,0.78,0.75,0.22,0.05,0.1,0.86,0.65,True
8605, c__Gammaproteobacteria (UID4761), 52, 693, 297, 79, 606, 8,0,0, 0, 91.88,1.22,75.00,3911,3792,268,genus,0.89,0.86,0.09,0.09,0.19,0.84,0.72,True
8930, k__Bacteria (UID203),5449,104,58, 58,46, 0,0,0, 0, 68.97,0.00, 0.00,2723,2704,232,kingdom,1.0,0.99,0.0,0.0,0.0,0.98,0.97,True
93,p__Cyanobacteria (UID2143), 129, 472, 368,250, 220, 2,0,0, 0, 44.23,0.41,50.00,1084,1062,211,kingdom,1.0,0.98,0.0,0.0,0.0,0.95,0.93,True
9303, k__Bacteria (UID203),5449,104,58, 1, 10, 29, 57, 7, 0, 98.28, 140.02,1.65,3599,3332,505,class,0.93,0.86,0.96,0.66,2.45,0.67,0.58,False
9310,k__Bacteria (UID2565),2921,142,87, 3,139, 0,0,0, 0, 97.63,0.00, 0.00,2568,2303,52,class,0.81,0.72,0.14,0.08,0.17,0.53,0.39,True
