,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
11980, k__Bacteria (UID1453),901, 171, 117,141,30, 0,0,0, 0, 15.42,0.00, 0.00,858,790,219,phylum,0.95,0.88,0.17,0.1,0.23,0.59,0.52,True
134,p__Euryarchaeota (UID3), 148, 188, 125, 35, 153, 0,0,0, 0, 76.80,0.00, 0.00,1238,1110,18,kingdom,1.0,0.9,0.02,0.1,0.22,0.56,0.5,True
22368,k__Bacteria (UID203),5449,104,58, 54,50, 0,0,0, 0, 72.41,0.00, 0.00,961,928,33,class,0.91,0.88,0.12,0.09,0.21,0.53,0.47,True
23279,p__Euryarchaeota (UID3), 148, 188, 125, 94,93, 1,0,0, 0, 46.53,0.04,100.00,899,811,61,kingdom,1.0,0.9,0.09,0.06,0.12,0.59,0.53,True
23748,p__Euryarchaeota (UID3), 148, 188, 125, 90,81, 17, 0,0, 0, 55.49, 11.87, 0.00,1123,1077,163,kingdom,1.0,0.96,0.3,0.04,0.09,0.8,0.77,True
27221,k__Bacteria (UID203),5449,104,58, 90,14, 0,0,0, 0, 23.28,0.00, 0.00,1082,1024,190,family,0.89,0.85,0.42,0.18,0.44,0.67,0.56,True
28085,k__Bacteria (UID203),5449,102,58, 74,26, 2,0,0, 0, 39.66,1.72, 0.00,554,528,13,class,0.91,0.86,0.04,0.13,0.29,0.53,0.46,True
28183,k__Bacteria (UID203),5449,104,58, 74,30, 0,0,0, 0, 39.66,0.00, 0.00,546,487,8,class,0.77,0.69,0.08,0.39,1.51,0.5,0.34,True
29935, k__Archaea (UID2),207, 149, 107,110,39, 0,0,0, 0, 28.97,0.00, 0.00,650,615,73,kingdom,1.0,0.95,0.33,0.05,0.1,0.63,0.6,True
30386,k__Bacteria (UID203),5449,104,58, 11,47, 31, 13, 2, 0, 82.76, 62.13, 4.88,2607,2388,414,family,0.63,0.58,0.82,0.72,3.75,0.7,0.41,False
32325,k__Bacteria (UID203),5449,104,58, 97,7,0,0,0, 0, 10.34,0.00, 0.00,325,324,16,family,0.92,0.92,0.69,0.18,0.42,0.9,0.83,False
32995,k__Bacteria (UID203),5449,104,58, 68,36, 0,0,0, 0, 50.00,0.00, 0.00,1950,1814,107,family,0.53,0.5,0.14,0.83,7.76,0.57,0.28,True
33633,root (UID1), 5656, 56,24, 56,0,0,0,0, 0,0.00,0.00, 0.00,486,426,58,genus,0.47,0.42,0.31,0.38,1.31,0.49,0.2,True
34767,k__Bacteria (UID203),5449,104,58,100,4,0,0,0, 0,6.90,0.00, 0.00,394,380,13,class,0.93,0.89,0.05,0.23,0.62,0.55,0.5,True
35198,root (UID1), 5656, 56,24, 56,0,0,0,0, 0,0.00,0.00, 0.00,817,353,20,kingdom,1.0,0.43,0.0,0.04,0.08,0.42,0.18,True
36407,root (UID1), 5656, 56,24, 56,0,0,0,0, 0,0.00,0.00, 0.00,302,277,15,family,0.55,0.5,0.12,0.77,6.27,0.56,0.28,True
36415,root (UID1), 5656, 56,24, 56,0,0,0,0, 0,0.00,0.00, 0.00,234,224,7,class,0.98,0.94,0.12,0.03,0.06,0.61,0.57,True
36416, p__Bacteroidetes (UID2605), 350, 316, 210,233,83, 0,0,0, 0, 21.83,0.00, 0.00,280,275,5,family,0.9,0.88,0.06,0.11,0.25,0.6,0.53,True
36435,root (UID1), 5656, 56,24, 56,0,0,0,0, 0,0.00,0.00, 0.00,436,385,16,order,0.64,0.56,0.13,0.2,0.56,0.53,0.3,True
4778, p__Euryarchaeota (UID3), 148, 188, 125, 25, 163, 0,0,0, 0, 81.60,0.00, 0.00,1701,1532,132,kingdom,1.0,0.9,0.16,0.06,0.13,0.63,0.56,True
513,c__Alphaproteobacteria (UID3305),564, 349, 230, 24, 322, 3,0,0, 0, 95.01,1.09,33.33,2265,1890,83,class,0.93,0.78,0.08,0.08,0.18,0.56,0.44,True
9848,k__Bacteria (UID2982), 88, 230, 148, 23, 207, 0,0,0, 0, 86.45,0.00, 0.00,2627,2389,98,genus,0.55,0.5,0.24,0.36,1.21,0.6,0.3,True
