,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
10676,p__Proteobacteria (UID3880), 1495,261, 164, 10, 248, 2,1, 0, 0, 95.73,2.44, 0.00,2439,2325,39,family,0.55,0.53,0.08,0.71,5.02,0.59,0.31,True
11295,root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,352,150,6,kingdom,1.0,0.43,0.0,0.03,0.07,0.41,0.17,True
11339,c__Alphaproteobacteria (UID3305),564, 347, 229, 48, 288, 11, 0, 0, 0, 90.06,3.34,45.45,2275,2168,209,genus,0.72,0.69,0.39,0.18,0.45,0.68,0.47,True
11408,o__Actinomycetales (UID1572),580, 288, 173, 96, 187, 5,0, 0, 0, 65.55,1.83,60.00,1044,991,167,phylum,0.98,0.93,0.38,0.03,0.05,0.64,0.6,True
11422,k__Bacteria (UID203),5449,104,58, 52,51, 1,0, 0, 0, 58.86,1.72, 0.00,1823,1722,275,family,0.8,0.75,0.29,0.36,1.08,0.6,0.46,True
13028,c__Gammaproteobacteria (UID4443),356, 451, 270,109, 338, 4,0, 0, 0, 77.03,0.93, 0.00,2530,2336,153,class,0.9,0.84,0.12,0.09,0.21,0.6,0.51,True
14217,k__Bacteria (UID203),5449,104,58, 64,39, 1,0, 0, 0, 58.62,1.72,100.00,1205,1124,149,phylum,0.95,0.89,0.12,0.18,0.44,0.55,0.49,True
14632,c__Gammaproteobacteria (UID4443),356, 451, 270, 63, 373, 15, 0, 0, 0, 86.13,4.86, 0.00,2435,2219,63,phylum,0.93,0.85,0.09,0.04,0.07,0.54,0.46,True
14734,c__Gammaproteobacteria (UID4201),1164,275, 174, 69, 206, 0,0, 0, 0, 68.34,0.00, 0.00,775,733,17,class,0.86,0.81,0.07,0.08,0.19,0.52,0.42,True
14769, k__Bacteria (UID3187),2258,190, 119, 81, 107, 2,0, 0, 0, 49.99,0.49,100.00,1243,1071,82,family,0.56,0.49,0.57,0.09,0.19,0.57,0.28,False
14847, p__Cyanobacteria (UID2143), 129, 472, 368,149, 307, 15, 1, 0, 0, 64.69,4.08,16.67,1267,1247,139,phylum,1.0,0.98,1.0,0.21,0.5,0.92,0.9,False
14895, f__Rhodobacteraceae (UID3340), 84, 568, 330,212, 342, 14, 0, 0, 0, 61.92,2.37,71.43,1938,1896,361,kingdom,1.0,0.98,0.0,0.0,0.0,0.94,0.92,True
14988, f__Flavobacteriaceae (UID2817),81, 511, 283,128, 377, 6,0, 0, 0, 74.28,1.77,16.67,1076,1049,36,order,0.94,0.91,0.07,0.09,0.19,0.62,0.57,True
14992,k__Bacteria (UID203),5449,103,57, 53,49, 1,0, 0, 0, 73.68,1.75, 0.00,1141,1045,34,family,0.59,0.54,0.07,0.7,3.64,0.51,0.28,True
15141,root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,1025,943,50,genus,0.53,0.49,0.14,0.38,1.11,0.54,0.26,True
15143,k__Bacteria (UID203),5449,104,58, 75,29, 0,0, 0, 0, 43.10,0.00, 0.00,1068,959,56,class,0.82,0.74,0.25,0.51,1.95,0.57,0.42,True
