,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
10399,k__Bacteria (UID203),5449,103,57, 53,50, 0,0,0,0, 73.68,0.00, 0.00,1241,1194,17,class,0.94,0.9,0.1,0.19,0.43,0.54,0.49,True
16731,root (UID1), 5656, 56,24, 56,0,0,0,0,0,0.00,0.00, 0.00,231,74,7,kingdom,1.0,0.32,0.0,0.05,0.11,0.38,0.12,True
18898,c__Gammaproteobacteria (UID4201),1164,275, 174, 83, 187, 5,0,0,0, 67.07,1.58, 0.00,902,867,26,class,0.88,0.85,0.05,0.17,0.42,0.51,0.44,True
19476,k__Bacteria (UID203),5449,104,58, 98,5,1,0,0,0, 10.34,1.72,100.00,387,372,80,genus,0.67,0.64,0.53,0.17,0.41,0.7,0.45,False
25512,k__Bacteria (UID203),5449,104,58, 79,25, 0,0,0,0, 35.34,0.00, 0.00,685,668,76,class,0.97,0.94,0.19,0.03,0.07,0.62,0.58,True
27774,k__Bacteria (UID203),5449,104,58, 83,19, 2,0,0,0, 33.62,3.45,50.00,591,578,31,class,0.81,0.79,0.31,0.04,0.08,0.63,0.5,True
29768, k__Archaea (UID2),207, 149, 107,107,42, 0,0,0,0, 27.14,0.00, 0.00,558,424,40,kingdom,1.0,0.76,0.08,0.5,1.0,0.41,0.31,True
31405,p__Euryarchaeota (UID3), 148, 188, 125,103,85, 0,0,0,0, 54.13,0.00, 0.00,751,742,50,kingdom,1.0,0.99,0.0,0.0,0.0,0.98,0.96,True
31788,root (UID1), 5656, 56,24, 52,4,0,0,0,0, 16.67,0.00, 0.00,388,345,12,kingdom,1.0,0.89,0.03,0.03,0.07,0.45,0.4,True
33094,root (UID1), 5656, 56,24, 53,3,0,0,0,0, 12.50,0.00, 0.00,482,471,27,family,0.85,0.83,0.15,0.16,0.39,0.66,0.55,True
33305,k__Bacteria (UID203),5449,104,58, 95,9,0,0,0,0,5.96,0.00, 0.00,322,312,59,order,0.93,0.9,0.32,0.04,0.08,0.83,0.75,True
33803, k__Bacteria (UID3187),2258,190, 119, 41, 148, 1,0,0,0, 73.53,0.84, 0.00,895,817,10,genus,0.48,0.44,0.05,0.07,0.16,0.52,0.23,True
37123, k__Bacteria (UID1453),901, 171, 117,126,45, 0,0,0,0, 16.24,0.00, 0.00,466,449,46,phylum,0.97,0.93,0.56,0.14,0.32,0.7,0.65,False
37358,root (UID1), 5656, 56,24, 56,0,0,0,0,0,0.00,0.00, 0.00,289,103,8,kingdom,1.0,0.36,0.0,0.05,0.1,0.39,0.14,True
37723,k__Bacteria (UID203),5449,104,58, 4, 28, 17, 35, 14, 6, 96.39, 160.20,5.90,4639,4041,491,genus,0.65,0.56,0.83,0.66,3.04,0.78,0.44,False
38872,root (UID1), 5656, 56,24, 55,1,0,0,0,0,4.17,0.00, 0.00,362,325,44,genus,0.46,0.42,0.18,0.41,1.28,0.51,0.21,True
39187,root (UID1), 5656, 56,24, 55,1,0,0,0,0,4.17,0.00, 0.00,275,271,10,genus,0.62,0.61,0.08,0.62,3.06,0.6,0.37,True
39188,k__Bacteria (UID203),5449,104,58, 91,13, 0,0,0,0, 17.24,0.00, 0.00,238,237,9,kingdom,1.0,1.0,0.0,0.0,0.0,0.96,0.96,True
39189,p__Euryarchaeota (UID3), 148, 188, 125, 85,78, 25, 0,0,0, 61.91, 15.60,24.00,1258,1134,42,kingdom,1.0,0.9,0.06,0.09,0.19,0.56,0.51,True
39199,k__Bacteria (UID203),5449,104,58, 80,24, 0,0,0,0, 32.92,0.00, 0.00,375,367,17,class,0.95,0.93,0.35,0.14,0.31,0.55,0.51,True
44,p__Cyanobacteria (UID2143), 129, 472, 368,236, 227, 9,0,0,0, 46.56,1.93,55.56,1195,1179,244,family,0.98,0.97,0.96,0.05,0.11,0.96,0.93,False
5816, c__Alphaproteobacteria (UID3305),564, 347, 229, 30, 313, 4,0,0,0, 94.53,1.53,100.00,2267,2173,268,family,0.88,0.84,0.55,0.21,0.49,0.69,0.58,False
