,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
10428,c__Alphaproteobacteria (UID3305),564, 349, 230,100, 249, 0,0,0,0, 72.96,0.00, 0.00,1682,1641,27,phylum,0.93,0.91,0.08,0.02,0.04,0.57,0.52,True
11836,k__Bacteria (UID203),5449,104,58, 62,42, 0,0,0,0, 60.34,0.00, 0.00,1822,1629,71,order,0.54,0.48,0.11,0.66,3.48,0.52,0.25,True
11923,k__Bacteria (UID203),5449,104,58, 59,45, 0,0,0,0, 68.10,0.00, 0.00,1117,1069,20,class,0.95,0.91,0.18,0.03,0.05,0.69,0.63,True
13102, k__Bacteria (UID1452),924, 151, 101, 8,142, 1,0,0,0, 93.40,0.99, 0.00,1587,1422,35,kingdom,1.0,0.9,0.04,0.03,0.05,0.48,0.43,True
13659, k__Bacteria (UID1452),924, 151, 101, 14, 137, 0,0,0,0, 90.59,0.00, 0.00,1171,1046,11,class,0.65,0.58,0.01,0.81,7.86,0.45,0.26,True
14167,root (UID1), 5656, 56,24, 56,0,0,0,0,0,0.00,0.00, 0.00,242,107,1,kingdom,1.0,0.44,0.0,0.03,0.06,0.39,0.17,True
1432, c__Gammaproteobacteria (UID4444),263, 505, 231, 25, 475, 5,0,0,0, 98.38,0.73, 0.00,3808,3646,82,family,0.8,0.77,0.11,0.07,0.16,0.68,0.52,True
149,c__Alphaproteobacteria (UID3305),564, 349, 230, 36, 310, 3,0,0,0, 91.53,1.01, 0.00,1811,1578,15,class,0.93,0.81,0.02,0.1,0.23,0.56,0.45,True
15108,k__Bacteria (UID203),5449,103,57, 49,54, 0,0,0,0, 80.70,0.00, 0.00,1223,1175,17,class,0.9,0.87,0.05,0.1,0.22,0.53,0.45,True
15537, k__Archaea (UID2),207, 149, 107, 9, 10, 28, 19, 70, 13,92.06, 236.02, 60.62,4498,4131,313,kingdom,1.0,0.92,0.16,0.07,0.14,0.63,0.58,True
16127,k__Bacteria (UID203),5449,104,58, 70,34, 0,0,0,0, 47.24,0.00, 0.00,1627,1480,54,genus,0.56,0.51,0.31,0.04,0.09,0.56,0.28,True
17315, k__Bacteria (UID1452),924, 151, 101, 10, 141, 0,0,0,0, 90.76,0.00, 0.00,1324,1225,19,phylum,0.84,0.77,0.02,0.47,1.96,0.47,0.36,True
19643, k__Bacteria (UID1452),924, 151, 101, 7,143, 1,0,0,0, 93.73,0.99,100.00,1309,1189,25,kingdom,1.0,0.91,0.05,0.04,0.08,0.46,0.42,True
19674, k__Bacteria (UID1453),901, 171, 117, 12,81, 73, 2,2,1, 93.59, 63.85,32.67,3721,3597,76,phylum,0.97,0.94,0.11,0.08,0.16,0.72,0.68,True
19702,root (UID1), 5656, 56,24, 54,2,0,0,0,0,2.08,0.00, 0.00,242,96,17,kingdom,1.0,0.4,0.0,0.14,0.31,0.37,0.15,True
19710,k__Bacteria (UID203),5449,104,58, 69,34, 1,0,0,0, 53.45,1.72, 0.00,1524,1467,94,phylum,0.98,0.94,0.15,0.05,0.11,0.67,0.63,True
19847,k__Bacteria (UID203),5449,103,57, 83,20, 0,0,0,0, 33.33,0.00, 0.00,512,473,10,phylum,0.8,0.74,0.02,0.51,2.47,0.45,0.33,True
19888,k__Bacteria (UID203),5449,103,57, 70,33, 0,0,0,0, 44.74,0.00, 0.00,626,583,15,class,0.77,0.71,0.06,0.76,7.4,0.47,0.34,True
20039,root (UID1), 5656, 56,24, 56,0,0,0,0,0,0.00,0.00, 0.00,279,272,13,phylum,0.87,0.85,0.07,0.12,0.28,0.54,0.46,True
20080,k__Bacteria (UID203),5449,104,58, 13,22, 67, 2,0,0, 81.03, 54.31,69.86,2982,2884,94,phylum,0.98,0.95,0.09,0.04,0.09,0.61,0.58,True
20185,c__Gammaproteobacteria (UID4267),119, 544, 284, 56, 476, 12, 0,0,0, 87.38,2.73,16.67,1527,1466,73,genus,0.63,0.6,1.0,0.06,0.13,0.62,0.37,False
20187,k__Bacteria (UID203),5449,104,58,101,3,0,0,0,0,5.17,0.00, 0.00,240,223,22,kingdom,1.0,0.93,0.13,0.03,0.06,0.47,0.44,True
20229,k__Bacteria (UID203),5449,104,58, 78,26, 0,0,0,0, 37.93,0.00, 0.00,409,401,8,class,0.95,0.93,0.06,0.08,0.18,0.53,0.49,True
20295, k__Bacteria (UID1452),924, 151, 101, 55,32, 64, 0,0,0, 65.02, 52.15,70.31,1389,1257,46,phylum,0.79,0.72,0.02,0.69,3.25,0.45,0.32,True
20388,c__Gammaproteobacteria (UID4267),119, 544, 284,186, 357, 1,0,0,0, 60.56,0.35, 0.00,845,813,3,kingdom,1.0,0.96,0.0,0.0,0.0,0.5,0.48,True
20490,c__Gammaproteobacteria (UID4201),1164,275, 174, 94, 177, 4,0,0,0, 73.39,2.01,25.00,1466,1382,50,class,0.9,0.85,0.05,0.17,0.44,0.53,0.45,True
20543,root (UID1), 5656, 56,24, 56,0,0,0,0,0,0.00,0.00, 0.00,698,679,59,order,0.83,0.81,0.08,0.28,0.68,0.64,0.52,True
20564,k__Bacteria (UID203),5449,103,57, 73,30, 0,0,0,0, 39.47,0.00, 0.00,425,399,11,phylum,0.84,0.79,0.05,0.5,2.02,0.48,0.38,True
20651,k__Bacteria (UID203),5449,103,57, 78,11, 14, 0,0,0, 35.09, 17.54,64.29,658,609,11,class,0.7,0.65,0.03,0.69,4.65,0.48,0.31,True
20730,k__Bacteria (UID203),5449,104,58, 7, 83, 14, 0,0,0, 87.93,6.03, 0.00,1023,992,68,phylum,0.96,0.93,1.0,0.13,0.28,0.72,0.67,False
20880, k__Bacteria (UID1452),924, 151, 101, 99,52, 0,0,0,0, 27.52,0.00, 0.00,249,235,6,class,0.73,0.69,0.03,0.64,3.74,0.5,0.34,True
20897, k__Bacteria (UID1452),924, 151, 101, 99,52, 0,0,0,0, 32.84,0.00, 0.00,553,512,14,phylum,0.81,0.75,0.05,0.46,1.95,0.48,0.36,True
20906,k__Bacteria (UID203),5449,104,58, 72,32, 0,0,0,0, 46.55,0.00, 0.00,405,387,13,phylum,0.95,0.91,0.02,0.05,0.1,0.5,0.45,True
21081,k__Bacteria (UID203),5449,104,58, 44,35, 13, 12, 0,0, 34.48, 11.29,42.86,486,472,7,class,0.92,0.9,0.1,0.14,0.32,0.56,0.5,True
21106,c__Gammaproteobacteria (UID4201),1164,275, 174,134, 141, 0,0,0,0, 49.33,0.00, 0.00,716,682,8,class,0.85,0.81,0.02,0.16,0.39,0.51,0.42,True
21263,root (UID1), 5656, 56,24, 54,2,0,0,0,0,8.33,0.00, 0.00,215,212,11,class,0.95,0.94,0.2,0.13,0.3,0.63,0.59,True
21345,k__Bacteria (UID203),5449, 99,53, 89,10, 0,0,0,0, 16.04,0.00, 0.00,336,328,8,class,0.92,0.9,0.11,0.2,0.46,0.56,0.5,True
21481, k__Archaea (UID2),207, 149, 107,105,40, 4,0,0,0, 27.61,2.80,25.00,487,470,21,kingdom,1.0,0.97,0.1,0.03,0.06,0.75,0.72,True
21522, k__Bacteria (UID2495),2993,147,91, 75,70, 2,0,0,0, 46.09,2.20, 0.00,967,876,17,class,0.68,0.61,0.03,0.73,5.67,0.52,0.32,True
21569,root (UID1), 5656, 56,24, 56,0,0,0,0,0,0.00,0.00, 0.00,405,392,22,phylum,0.97,0.94,0.17,0.14,0.32,0.67,0.63,True
21622,k__Bacteria (UID203),5449,103,57, 1, 15, 86, 1,0,0, 99.12, 74.72, 4.49,2368,2147,60,phylum,0.82,0.75,0.07,0.36,1.23,0.5,0.37,True
21691, k__Bacteria (UID1452),924, 151, 101, 62,88, 1,0,0,0, 67.33,0.20, 0.00,1347,1224,16,phylum,0.83,0.75,0.04,0.64,3.99,0.47,0.35,True
21921,root (UID1), 5656, 56,24, 56,0,0,0,0,0,0.00,0.00, 0.00,397,348,15,family,0.56,0.49,0.07,0.48,2.36,0.46,0.23,True
22241, k__Bacteria (UID1452),924, 151, 101, 37, 114, 0,0,0,0, 65.02,0.00, 0.00,882,835,17,kingdom,1.0,0.95,0.07,0.04,0.08,0.48,0.45,True
22328,p__Euryarchaeota (UID3), 148, 188, 125,119,63, 6,0,0,0, 32.40,4.40,16.67,546,527,27,kingdom,1.0,0.97,0.04,0.05,0.1,0.73,0.7,True
22619, k__Bacteria (UID1453),901, 171, 117, 5,148, 17, 1,0,0, 96.84, 14.10,35.00,2864,2650,129,phylum,0.96,0.89,0.2,0.09,0.19,0.7,0.63,True
22745, k__Bacteria (UID1453),901, 171, 117,130,40, 1,0,0,0, 23.22,0.43, 0.00,403,388,19,family,0.9,0.87,0.05,0.5,1.1,0.64,0.55,True
23036,k__Bacteria (UID203),5449,103,57, 91,12, 0,0,0,0,9.09,0.00, 0.00,329,289,11,kingdom,1.0,0.88,0.07,0.05,0.1,0.47,0.42,True
23247,k__Bacteria (UID203),5449,104,58, 79,25, 0,0,0,0, 36.21,0.00, 0.00,620,585,33,phylum,0.85,0.8,0.15,0.15,0.36,0.52,0.42,True
23262,root (UID1), 5656, 56,24, 56,0,0,0,0,0,0.00,0.00, 0.00,299,291,16,order,0.82,0.8,0.17,0.26,0.62,0.64,0.51,True
23296,k__Bacteria (UID203),5449,104,58, 84,20, 0,0,0,0, 23.04,0.00, 0.00,389,366,17,phylum,0.87,0.81,0.04,0.38,1.34,0.49,0.4,True
23522,k__Bacteria (UID203),5449,103,57, 92,11, 0,0,0,0, 17.54,0.00, 0.00,198,181,8,class,0.72,0.66,0.03,0.79,6.29,0.43,0.29,True
23625,k__Bacteria (UID203),5449,104,58, 48,56, 0,0,0,0, 82.76,0.00, 0.00,1594,1533,17,class,0.82,0.79,0.05,0.03,0.06,0.91,0.72,True
23870,root (UID1), 5656, 56,24, 55,1,0,0,0,0,4.17,0.00, 0.00,266,252,2,kingdom,0.98,0.93,0.0,0.0,0.0,0.47,0.44,True
24461, k__Bacteria (UID3060),138, 338, 246, 52, 284, 2,0,0,0, 80.89,0.81, 0.00,928,855,15,phylum,0.82,0.76,0.02,0.4,1.4,0.5,0.38,True
24508,root (UID1), 5656, 56,24, 56,0,0,0,0,0,0.00,0.00, 0.00,434,389,22,order,0.62,0.56,0.18,0.15,0.37,0.5,0.28,True
24705,k__Bacteria (UID203),5449,102,58, 70,27, 5,0,0,0, 46.55,8.62, 0.00,777,743,14,phylum,0.93,0.89,0.03,0.02,0.05,0.52,0.46,True
24844, k__Bacteria (UID1452),924, 151, 101,101,50, 0,0,0,0, 22.77,0.00, 0.00,347,322,9,kingdom,1.0,0.93,0.05,0.03,0.06,0.49,0.45,True
24893,p__Euryarchaeota (UID3), 148, 188, 125,120,68, 0,0,0,0, 30.04,0.00, 0.00,531,496,41,phylum,0.96,0.9,0.07,0.03,0.06,0.62,0.56,True
25251, k__Archaea (UID2),207, 149, 107,129,13, 7,0,0,0,5.85,0.50, 0.00,592,172,23,kingdom,1.0,0.29,0.0,0.15,0.35,0.37,0.11,True
