,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
10557, k__Archaea (UID2),207, 149, 107,133,9,7,0,0,0,3.51,0.50, 0.00,427,111,21,kingdom,1.0,0.26,0.0,0.18,0.42,0.37,0.1,True
11171, s__algicola (UID2846), 47, 571, 303,185, 384, 2,0,0,0, 71.58,0.66, 0.00,2347,2299,311,kingdom,1.0,0.98,0.0,0.0,0.0,0.93,0.91,True
11929,root (UID1), 5656, 56,24, 56,0,0,0,0,0,0.00,0.00, 0.00,353,47,15,kingdom,1.0,0.13,0.0,0.11,0.23,0.34,0.05,True
14079,k__Bacteria (UID203),5449,104,58, 61,40, 3,0,0,0, 62.07,3.45,100.00,831,783,22,class,0.86,0.81,0.07,0.19,0.47,0.5,0.4,True
14710,k__Bacteria (UID203),5449,104,58, 2, 9,26, 26, 40, 1, 96.55, 173.09,1.98,3146,2991,438,phylum,0.94,0.9,0.83,0.41,1.28,0.62,0.56,False
15085,p__Euryarchaeota (UID3), 148, 188, 125, 32, 156, 0,0,0,0, 77.60,0.00, 0.00,1201,1106,39,kingdom,1.0,0.92,0.07,0.07,0.16,0.6,0.55,True
17581,p__Euryarchaeota (UID3), 148, 188, 125, 40, 148, 0,0,0,0, 73.20,0.00, 0.00,1160,1059,13,phylum,0.93,0.85,0.02,0.03,0.07,0.57,0.48,True
18249, k__Bacteria (UID1453),901, 171, 117, 45, 123, 3,0,0,0, 73.12,2.14, 0.00,1760,1684,81,phylum,0.97,0.93,0.1,0.03,0.07,0.65,0.61,True
19555, k__Archaea (UID2),207, 149, 107,136,12, 1,0,0,0,2.98,0.07, 0.00,222,61,16,kingdom,1.0,0.27,0.0,0.2,0.46,0.36,0.1,True
20719, k__Archaea (UID2),207, 149, 107,131,11, 7,0,0,0,5.38,0.50, 0.00,411,114,22,kingdom,1.0,0.28,0.0,0.15,0.34,0.39,0.11,True
21375,c__Gammaproteobacteria (UID4267),119, 544, 284,285, 254, 5,0,0,0, 50.89,1.58, 0.00,1229,1164,49,phylum,0.94,0.89,0.12,0.02,0.05,0.54,0.48,True
23143,p__Euryarchaeota (UID3), 148, 188, 125,107,81, 0,0,0,0, 37.56,0.00, 0.00,862,768,148,kingdom,1.0,0.89,0.34,0.05,0.11,0.63,0.56,True
23650, k__Bacteria (UID2329),174, 149,89, 21, 127, 1,0,0,0, 79.16,0.37,100.00,509,372,32,phylum,0.8,0.58,0.06,0.49,1.74,0.45,0.26,True
24027,p__Euryarchaeota (UID3), 148, 188, 125,110,78, 0,0,0,0, 47.60,0.00, 0.00,889,831,44,kingdom,1.0,0.93,0.26,0.04,0.09,0.63,0.59,True
30208,k__Bacteria (UID203),5449,104,58, 97,7,0,0,0,0, 12.07,0.00, 0.00,234,225,10,family,0.73,0.71,0.07,0.15,0.35,0.6,0.43,True
31378,k__Bacteria (UID203),5449,104,58, 98,6,0,0,0,0, 10.34,0.00, 0.00,440,435,34,genus,0.9,0.89,0.21,0.02,0.05,0.84,0.74,True
31522, k__Archaea (UID2),207, 149, 107, 17,83, 49, 0,0,0, 86.92, 28.50, 8.16,1542,1454,62,kingdom,1.0,0.94,0.09,0.05,0.11,0.7,0.66,True
31783, s__algicola (UID2846), 47, 571, 303,314, 237, 20, 0,0,0, 42.65,4.42, 0.00,687,674,36,phylum,0.97,0.95,0.52,0.09,0.19,0.58,0.55,False
32920,k__Bacteria (UID203),5449,104,58, 92,12, 0,0,0,0, 18.10,0.00, 0.00,302,289,21,class,0.9,0.86,0.12,0.33,0.99,0.53,0.46,True
33039, k__Archaea (UID2),207, 149, 107,119,30, 0,0,0,0, 24.30,0.00, 0.00,465,436,37,kingdom,1.0,0.94,0.14,0.1,0.23,0.6,0.56,True
33750, k__Archaea (UID2),207, 145, 103,141,4,0,0,0,0,3.40,0.00, 0.00,313,95,34,kingdom,1.0,0.3,0.0,0.11,0.23,0.39,0.12,True
33773, k__Archaea (UID2),207, 149, 107,132,17, 0,0,0,0, 15.89,0.00, 0.00,221,211,12,phylum,0.96,0.91,0.42,0.02,0.05,0.91,0.84,True
34072,k__Bacteria (UID203),5449,102,58, 95,7,0,0,0,0, 10.34,0.00, 0.00,221,209,21,class,0.89,0.84,0.06,0.08,0.18,0.56,0.47,True
34080,k__Bacteria (UID203),5449,103,57, 59,44, 0,0,0,0, 61.40,0.00, 0.00,679,608,21,order,0.47,0.42,0.05,0.79,6.55,0.44,0.18,True
34634,k__Bacteria (UID203),5449,104,58, 82,22, 0,0,0,0, 30.17,0.00, 0.00,442,439,23,genus,0.62,0.62,0.04,0.87,13.2,0.62,0.38,True
35037,root (UID1), 5656, 56,24, 56,0,0,0,0,0,0.00,0.00, 0.00,274,267,15,family,0.64,0.62,0.12,0.19,0.46,0.59,0.36,True
