,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
20281,root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,209,24,8,kingdom,1.0,0.11,0.0,0.17,0.38,0.33,0.04,True
20402,root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,224,85,3,kingdom,1.0,0.38,0.0,0.04,0.07,0.41,0.15,True
2085,k__Bacteria (UID2495),2993,140,85, 1,139, 0,0, 0, 0, 98.82,0.00, 0.00,4185,3464,25,genus,0.62,0.51,0.04,0.26,0.63,0.52,0.27,True
26111,root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,6447,2532,663,kingdom,1.0,0.39,0.0,0.03,0.07,0.43,0.17,True
26115,root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,360,184,15,kingdom,1.0,0.51,0.03,0.03,0.06,0.42,0.22,True
29941, k__Bacteria (UID1453),901, 171, 117,116,40, 15, 0, 0, 0, 29.14, 10.43, 0.00,339,312,16,order,0.53,0.49,0.13,0.6,2.73,0.48,0.24,True
29986,root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,222,106,2,kingdom,1.0,0.48,0.0,0.03,0.06,0.39,0.19,True
7852, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,156,49,5,kingdom,1.0,0.31,0.0,0.02,0.04,0.39,0.12,True
8805, c__Gammaproteobacteria (UID4761), 52, 693, 297, 82, 602, 9,0, 0, 0, 94.09,1.70,66.67,3787,3701,192,order,0.95,0.93,0.21,0.05,0.1,0.81,0.76,True
9211, root (UID1), 5656, 56,24, 40,1,15, 0, 0, 0, 62.50, 58.33,13.33,8661,8532,642,class,0.99,0.98,0.34,0.02,0.05,0.91,0.89,True
