,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
18840, o__Actinomycetales (UID1590),562, 286, 170, 65, 221, 0, 0, 0, 0, 80.37,0.00, 0.00,1617,1479,108,phylum,0.96,0.88,0.11,0.03,0.07,0.59,0.52,True
23459, k__Bacteria (UID203),5449,104,58, 86,18, 0, 0, 0, 0, 26.72,0.00, 0.00,826,800,178,family,0.87,0.84,0.54,0.15,0.34,0.69,0.58,False
24973, k__Bacteria (UID203),5449,104,58, 72,32, 0, 0, 0, 0, 46.55,0.00, 0.00,511,468,10,phylum,0.82,0.75,0.06,0.44,1.6,0.49,0.37,True
26265, root (UID1), 5656, 56,24, 56,0,0, 0, 0, 0,0.00,0.00, 0.00,281,49,1,kingdom,1.0,0.17,0.0,0.04,0.08,0.34,0.06,True
26902, root (UID1), 5656, 56,24, 56,0,0, 0, 0, 0,0.00,0.00, 0.00,289,230,9,kingdom,1.0,0.8,0.0,0.06,0.12,0.36,0.29,True
27059,k__Archaea (UID2),207, 149, 107,134,15, 0, 0, 0, 0, 11.21,0.00, 0.00,209,201,17,phylum,0.97,0.93,0.27,0.03,0.06,0.87,0.81,True
27179, p__Euryarchaeota (UID3), 148, 188, 125,108,79, 1, 0, 0, 0, 48.53,0.80, 0.00,672,605,35,phylum,0.96,0.86,0.07,0.04,0.08,0.56,0.49,True
27369,k__Bacteria (UID1453),901, 171, 117, 77,85, 9, 0, 0, 0, 44.02,3.02,22.22,713,554,102,phylum,0.84,0.66,0.27,0.59,2.57,0.53,0.35,True
27816, k__Bacteria (UID203),5449,104,58, 74,30, 0, 0, 0, 0, 30.03,0.00, 0.00,428,416,32,family,0.55,0.53,0.07,0.46,2.03,0.56,0.3,True
28690, root (UID1), 5656, 56,24, 56,0,0, 0, 0, 0,0.00,0.00, 0.00,271,104,11,kingdom,1.0,0.38,0.0,0.03,0.06,0.44,0.17,True
31734, k__Bacteria (UID203),5449,104,58,101,3,0, 0, 0, 0,5.17,0.00, 0.00,331,305,54,kingdom,0.98,0.9,0.0,0.0,0.0,0.62,0.56,True
33206, root (UID1), 5656, 56,24, 55,1,0, 0, 0, 0,4.17,0.00, 0.00,242,232,7,genus,0.5,0.48,0.07,0.41,1.61,0.59,0.28,True
35163, k__Bacteria (UID203),5449,104,58,102,2,0, 0, 0, 0,2.59,0.00, 0.00,222,216,18,kingdom,1.0,0.97,0.0,0.0,0.0,0.79,0.76,True
37406, k__Bacteria (UID203),5449,104,58, 85,19, 0, 0, 0, 0, 27.59,0.00, 0.00,397,376,4,class,0.9,0.85,0.02,0.06,0.13,0.51,0.44,True
37441,k__Archaea (UID2),207, 149, 107,136,13, 0, 0, 0, 0, 10.75,0.00, 0.00,273,249,29,phylum,0.95,0.87,0.06,0.04,0.08,0.64,0.55,True
4839, o__Rhodospirillales (UID3754), 63, 336, 201, 38, 298, 0, 0, 0, 0, 95.89,0.00, 0.00,4034,3950,238,kingdom,1.0,0.98,0.0,0.0,0.0,0.94,0.92,True
