,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
10108,root (UID1), 5656, 56,24, 56,0, 0,0,0, 0,0.00,0.00, 0.00,177,148,3,phylum,0.93,0.77,0.04,0.12,0.29,0.51,0.39,True
10140, p__Cyanobacteria (UID2143), 129, 472, 368,106, 356,10, 0,0, 0, 82.35,2.31,30.00,2105,2076,183,kingdom,1.0,0.99,0.0,0.0,0.0,0.97,0.96,True
10311,root (UID1), 5656, 56,24, 56,0, 0,0,0, 0,0.00,0.00, 0.00,294,239,6,kingdom,1.0,0.81,0.0,0.04,0.08,0.37,0.3,True
10529,p__Proteobacteria (UID3880), 1495,261, 164, 80, 181,0,0,0, 0, 69.19,0.00, 0.00,1035,965,14,class,0.9,0.84,0.04,0.16,0.39,0.52,0.44,True
10656, p__Cyanobacteria (UID2143), 129, 472, 368, 90, 371,11, 0,0, 0, 83.66,2.17,72.73,2071,2018,157,kingdom,1.0,0.97,0.0,0.0,0.0,0.98,0.95,True
1127, root (UID1), 5656, 56,24, 56,0, 0,0,0, 0,0.00,0.00, 0.00,297,93,2,kingdom,0.99,0.31,0.0,0.0,0.0,0.39,0.12,True
11711,c__Alphaproteobacteria (UID3305),564, 347, 229, 81, 259,7,0,0, 0, 87.34,2.04,100.00,1836,1792,203,order,0.97,0.94,0.27,0.04,0.07,0.77,0.73,True
11720,c__Alphaproteobacteria (UID3305),564, 347, 229, 40,53, 239, 14, 1, 0, 96.10, 86.57,25.44,4376,4196,291,genus,0.73,0.7,0.37,0.17,0.41,0.68,0.48,True
11754,c__Alphaproteobacteria (UID3305),564, 347, 229, 34, 312,1,0,0, 0, 93.89,0.44, 0.00,2230,2116,98,family,0.86,0.82,0.33,0.2,0.47,0.67,0.55,True
11896,p__Euryarchaeota (UID3), 148, 188, 125, 25, 163,0,0,0, 0, 82.76,0.00, 0.00,1298,1195,65,kingdom,1.0,0.92,0.07,0.07,0.15,0.61,0.56,True
13426,root (UID1), 5656, 56,24, 56,0, 0,0,0, 0,0.00,0.00, 0.00,431,429,8,order,0.97,0.97,0.01,0.36,0.85,0.77,0.75,True
13451,root (UID1), 5656, 56,24, 54,2, 0,0,0, 0,8.33,0.00, 0.00,241,236,5,order,0.94,0.92,0.18,0.09,0.19,0.59,0.54,True
13457,k__Bacteria (UID203),5449,100,54, 68,30,2,0,0, 0, 50.00,3.70, 0.00,563,550,10,family,0.83,0.81,0.61,0.09,0.2,0.86,0.69,False
13467,k__Bacteria (UID203),5449,104,58, 16,39,15, 22, 9, 3, 80.72, 115.91,1.82,4224,3992,602,family,0.74,0.7,0.86,0.52,2.44,0.77,0.54,False
13588,k__Bacteria (UID203),5449,103,58, 92,11,0,0,0, 0, 12.59,0.00, 0.00,738,715,56,kingdom,1.0,0.97,0.0,0.0,0.0,0.88,0.85,True
13635,k__Bacteria (UID203),5449,103,57, 85,18,0,0,0, 0, 26.32,0.00, 0.00,370,344,4,phylum,0.94,0.88,0.02,0.05,0.1,0.49,0.43,True
13654, s__algicola (UID2846), 47, 571, 303,170, 399,2,0,0, 0, 68.16,0.38,50.00,996,974,34,order,0.94,0.92,0.09,0.08,0.18,0.62,0.57,True
13669,k__Bacteria (UID203),5449,104,58,102,2, 0,0,0, 0,3.45,0.00, 0.00,198,190,6,phylum,0.98,0.94,0.13,0.04,0.09,0.53,0.5,True
13735,k__Bacteria (UID203),5449,104,58, 84,20,0,0,0, 0, 30.17,0.00, 0.00,613,577,22,phylum,0.96,0.91,0.06,0.02,0.05,0.53,0.48,True
13760,root (UID1), 5656, 56,24, 56,0, 0,0,0, 0,0.00,0.00, 0.00,327,78,14,kingdom,1.0,0.24,0.0,0.05,0.11,0.39,0.09,True
13852,c__Alphaproteobacteria (UID3337),468, 388, 250,128, 258,2,0,0, 0, 63.80,0.53, 0.00,1219,1158,59,family,0.77,0.73,0.15,0.13,0.3,0.57,0.42,True
13886, k__Archaea (UID2),207, 149, 107,130,19,0,0,0, 0,5.78,0.00, 0.00,377,147,12,kingdom,1.0,0.39,0.0,0.1,0.22,0.37,0.14,True
13978,c__Gammaproteobacteria (UID4201),1164,275, 174, 98, 177,0,0,0, 0, 62.69,0.00, 0.00,859,835,8,family,0.91,0.89,0.01,0.04,0.07,0.63,0.56,True
14047,k__Bacteria (UID203),5449,104,58, 91,13,0,0,0, 0, 18.97,0.00, 0.00,545,500,7,family,0.65,0.59,0.38,0.03,0.07,0.53,0.32,True
14096,k__Bacteria (UID203),5449,102,58, 69,31,2,0,0, 0, 50.00,3.45, 0.00,691,663,24,class,0.91,0.87,0.07,0.12,0.27,0.53,0.46,True
14136,k__Bacteria (UID203),5449,104,58, 81,23,0,0,0, 0, 34.48,0.00, 0.00,1421,1278,52,family,0.53,0.48,0.34,0.19,0.48,0.57,0.27,True
14141, k__Bacteria (UID3187),2258,190, 119, 96,93,1,0,0, 0, 31.88,0.28,100.00,793,681,35,family,0.57,0.49,0.34,0.09,0.19,0.58,0.28,True
14171,k__Bacteria (UID203),5449,104,58, 72,32,0,0,0, 0, 46.55,0.00, 0.00,513,507,15,kingdom,1.0,0.99,0.0,0.0,0.0,0.6,0.59,True
14208,k__Bacteria (UID203),5449,104,58, 61,43,0,0,0, 0, 63.79,0.00, 0.00,1136,1097,41,class,0.97,0.93,0.21,0.09,0.21,0.61,0.57,True
14249,k__Bacteria (UID203),5449,104,58, 62,32,10, 0,0, 0, 61.21, 12.93,10.00,1104,1100,27,order,0.93,0.93,0.15,0.42,0.95,0.77,0.72,True
14315,k__Bacteria (UID203),5449,104,58, 74,26,4,0,0, 0, 48.28,5.17,50.00,891,881,17,kingdom,1.0,0.99,0.0,0.0,0.0,0.84,0.83,True
14559,k__Bacteria (UID203),5449,104,58, 74,30,0,0,0, 0, 44.83,0.00, 0.00,995,897,48,class,0.8,0.72,0.24,0.53,2.14,0.56,0.4,True
14626, k__Bacteria (UID2495),2993,147,91, 13, 133,1,0,0, 0, 87.91,1.10, 0.00,1314,1182,11,order,0.77,0.7,0.02,0.72,4.61,0.5,0.35,True
14662,root (UID1), 5656, 56,24, 56,0, 0,0,0, 0,0.00,0.00, 0.00,374,341,17,genus,0.5,0.45,0.09,0.39,1.26,0.52,0.24,True
14699, k__Bacteria (UID2569),434, 278, 186, 94, 184,0,0,0, 0, 64.16,0.00, 0.00,1134,1060,18,class,0.93,0.87,0.01,0.35,1.16,0.54,0.47,True
14714,k__Bacteria (UID203),5449,104,58, 68,29,7,0,0, 0, 55.17,8.62,42.86,1658,1638,38,kingdom,1.0,0.99,0.0,0.0,0.0,0.91,0.9,True
14759,k__Bacteria (UID203),5449,102,58, 83,19,0,0,0, 0, 27.59,0.00, 0.00,239,230,9,class,0.89,0.85,0.02,0.1,0.22,0.53,0.45,True
150,p__Euryarchaeota (UID3), 148, 188, 125, 21, 165,2,0,0, 0, 85.20,1.20, 0.00,1722,1560,151,kingdom,1.0,0.91,0.14,0.07,0.14,0.61,0.55,True
15069,k__Bacteria (UID203),5449,104,58, 93,11,0,0,0, 0, 15.52,0.00, 0.00,199,193,9,order,0.92,0.89,0.04,0.29,0.74,0.58,0.52,True
