sample_id	Bin ID	Most abundant genome	Purity (bp)	Completeness (bp)	Bin size (bp)	True positives (bp)	True size of most abundant genome (bp)	Purity (seq)	Completeness (seq)	Bin size (seq)	True positives (seq)	True size of most abundant genome (seq)
gsa	3	1286_BU	0.4944708978926112	0.9992252191012269	5933694	2934039	2936314	0.3333333333333333	0.8461538461538461	33	11	13
gsa	27	1286_BD	0.9974313862431698	0.9984257912652715	3031207	3023421	3028188	0.8461538461538461	0.6875	13	11	16
gsa	112	1285_BO	0.9994237741306863	0.9970495527847804	3562839	3560786	3571323	0.9090909090909091	0.5263157894736842	11	10	19
gsa	95	1021_AS	1.0	0.9962833186617508	5554682	5554682	5575404	1.0	0.625	20	20	32
gsa	104	1220_AX	0.8646521455991856	0.9962335668813802	4893901	4231522	4247520	0.028688524590163935	0.5384615384615384	244	7	13
gsa	47	1048966	1.0	0.9959622793320468	3651621	3651621	3666425	1.0	0.8333333333333334	25	25	30
gsa	82	1053037	0.5914152511494979	0.9943575173222862	4586133	2712309	2727700	0.14827995255041518	0.9398496240601504	843	125	133
gsa	41	evo_1030728.009	0.6808429339173578	0.9904836715668003	3598479	2449999	2473538	0.3275862068965517	0.8769230769230769	174	57	65
gsa	89	evo_1139_Y.018	0.9987175537715137	0.990116636823259	7229153	7219882	7291951	0.9607843137254902	0.532608695652174	51	49	92
gsa	78	1053022	0.9989061264594576	0.988996874435926	3647588	3643598	3684135	0.9	0.675	30	27	40
gsa	63	1021_P	0.7782216231246254	0.9869796764631721	5578019	4340935	4398201	0.061946902654867256	0.23333333333333334	113	7	30
gsa	17	1220_BD	0.4753118851640933	0.9869768332628547	15114297	7184005	7278798	0.40458015267175573	0.6162790697674418	131	53	86
gsa	85	1287_N	1.0	0.9855330778069911	4421264	4421264	4486165	1.0	0.5306122448979592	26	26	49
gsa	13	1220_AR	0.9910825163794076	0.9804083286758599	4442621	4403004	4490990	0.47058823529411764	0.24242424242424243	17	8	33
gsa	99	1052977	0.9800179056104246	0.9794474707911872	3598872	3526959	3600968	0.7	0.7777777777777778	20	14	18
gsa	76	1021_AQ	0.9995576659350128	0.9793296582069051	5565929	5563467	5680893	0.9333333333333333	0.49122807017543857	30	28	57
gsa	10	evo_1035921.007	0.9991166483564803	0.9778895156659289	3047484	3044792	3113636	0.95	0.76	20	19	25
gsa	14	1139_B	1.0	0.9755692780040522	4514560	4514560	4627616	1.0	0.4883720930232558	21	21	43
gsa	137	evo_1035921.028	1.0	0.9715700976675352	3058628	3058628	3148129	1.0	0.6521739130434783	15	15	23
gsa	54	1035921	1.0	0.9699127460742493	2726416	2726416	2810991	1.0	0.6363636363636364	14	14	22
gsa	133	1053025	0.971503383330808	0.9696937882392591	3755323	3648309	3762331	0.8918918918918919	0.7021276595744681	37	33	47
gsa	49	evo_1139_Y.035	1.0	0.966429025994797	6912689	6912689	7152816	1.0	0.6451612903225806	100	100	155
gsa	124	1286_G	1.0	0.9622324179310444	3190755	3190755	3315992	1.0	0.4782608695652174	11	11	23
